Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Armel Bella-Kotchap,0.0,0.0,1.54,1.83,0.0,4.5,0.0,0.21,0.08,38.63,80.26,1.83,31.33,1.5,58.82,69.09,0.38,24.0,1.0,2.0,Inglaterra Premier League,1.0
Serge Aurier,0.04,0.0,2.67,1.21,0.0,2.71,0.0,0.42,0.04,30.58,72.75,5.04,40.38,1.08,58.97,62.23,0.75,24.0,2.0,2.0,Inglaterra Premier League,1.0
João Cancelo,0.12,0.0,1.71,1.12,0.12,0.35,0.06,0.41,0.0,64.41,86.76,16.06,61.29,0.65,71.05,60.82,0.76,17.0,2.0,2.0,Inglaterra Premier League,1.0
Nayef Aguerd,0.11,0.11,1.5,1.0,0.06,4.33,0.06,0.39,0.06,42.17,78.92,2.94,40.12,1.22,50.79,57.26,0.44,18.0,2.0,2.0,Inglaterra Premier League,1.0
Tyrone Mings,0.03,0.03,0.43,1.54,0.0,4.51,0.06,0.34,0.06,53.91,85.32,4.31,43.75,1.06,72.09,61.9,0.51,35.0,2.0,2.0,Inglaterra Premier League,1.0
Lewis Dunk,0.03,0.03,0.83,0.94,0.11,2.25,0.0,0.64,0.03,89.11,90.4,6.5,52.92,1.25,59.48,58.9,0.5,36.0,3.0,2.0,Inglaterra Premier League,1.0
Marc Cucurella,0.0,0.0,2.75,0.67,0.0,1.54,0.04,1.25,0.08,45.42,86.42,9.25,42.47,0.63,55.17,60.34,0.67,24.0,2.0,2.0,Inglaterra Premier League,1.0
Benjamin White,0.05,0.0,1.58,0.58,0.0,1.97,0.0,0.74,0.16,51.32,86.62,14.95,43.94,0.79,45.21,52.61,0.74,38.0,2.0,2.0,Inglaterra Premier League,1.0
Duje Ćaleta-Car,0.08,0.08,1.08,1.15,0.0,5.0,0.0,0.23,0.0,43.23,85.23,2.46,46.99,0.92,59.38,57.14,0.69,13.0,2.0,2.0,Inglaterra Premier League,1.0
Joe Gomez,0.0,0.0,1.33,1.14,0.05,2.24,0.05,0.38,0.0,62.9,86.6,7.29,51.41,0.71,54.76,55.78,0.62,21.0,2.0,2.0,Inglaterra Premier League,1.0
Pervis Estupiñán,0.03,0.0,1.74,1.06,0.03,1.0,0.0,0.71,0.2,46.31,84.02,10.34,53.23,1.11,56.25,50.0,1.2,35.0,2.0,2.0,Inglaterra Premier League,1.0
Tosin Adarabioyo,0.04,0.04,1.2,1.04,0.0,5.52,0.0,0.28,0.0,51.36,82.4,4.4,48.15,1.48,69.41,64.29,0.68,25.0,2.0,2.0,Inglaterra Premier League,1.0
Craig Dawson,0.04,0.0,0.76,0.72,0.04,3.96,0.0,0.2,0.0,48.96,83.25,3.76,47.89,1.08,52.75,54.25,0.68,25.0,3.0,2.0,Inglaterra Premier League,1.0
Ezri Konsa,0.0,0.0,1.11,0.68,0.0,3.0,0.0,0.21,0.05,49.26,88.89,2.55,38.51,1.08,60.0,71.86,0.32,38.0,2.0,2.0,Inglaterra Premier League,1.0
Victor Lindelöf,0.0,0.0,1.1,1.05,0.0,3.15,0.0,0.4,0.0,46.4,93.21,2.85,52.08,0.6,62.26,59.8,0.5,20.0,2.0,2.0,Inglaterra Premier League,1.0
Aaron Cresswell,0.0,0.0,0.75,0.96,0.0,1.89,0.0,0.68,0.14,39.96,81.5,8.96,50.39,0.96,50.91,48.0,0.32,28.0,3.0,2.0,Inglaterra Premier League,1.0
Tim Ream,0.03,0.0,0.91,1.24,0.03,3.39,0.0,0.39,0.0,57.61,86.95,5.39,54.8,1.21,60.76,57.58,0.55,33.0,3.0,2.0,Inglaterra Premier League,1.0
Adam Webster,0.0,0.0,0.81,0.7,0.0,1.89,0.04,0.3,0.04,62.07,88.6,6.19,58.04,0.85,68.97,62.76,0.37,27.0,2.0,2.0,Inglaterra Premier League,1.0
Kurt Zouma,0.08,0.08,0.36,1.2,0.0,4.68,0.0,0.12,0.0,33.0,84.48,1.0,46.3,1.04,79.71,67.92,0.56,25.0,2.0,2.0,Inglaterra Premier League,1.0
Eric Dier,0.06,0.06,0.91,1.06,0.0,3.3,0.03,0.3,0.09,59.94,85.95,3.24,45.91,1.36,69.57,62.12,0.76,33.0,2.0,2.0,Inglaterra Premier League,1.0
Emerson Royal,0.08,0.04,2.08,0.69,0.0,2.5,0.0,0.5,0.0,33.15,83.06,7.69,47.89,0.85,50.91,59.63,0.81,26.0,1.0,2.0,Inglaterra Premier League,1.0
Ashley Young,0.03,0.0,1.72,0.72,0.03,2.07,0.0,0.41,0.03,33.31,77.54,6.21,37.67,0.9,56.0,62.26,0.83,29.0,3.0,2.0,Inglaterra Premier League,1.0
Daniel Amartey,0.0,0.0,0.95,0.4,0.05,3.5,0.0,0.1,0.05,55.35,91.33,4.1,55.56,1.05,56.67,58.59,0.35,20.0,2.0,2.0,Inglaterra Premier League,1.0
Raphaël Varane,0.0,0.0,1.0,0.46,0.0,3.71,0.0,0.42,0.0,45.79,86.53,4.42,48.21,0.75,72.41,63.56,0.5,24.0,2.0,2.0,Inglaterra Premier League,1.0
Manuel Akanji,0.0,0.0,1.24,0.55,0.0,1.03,0.0,0.45,0.0,69.69,93.32,8.17,58.26,0.69,41.38,50.0,0.83,29.0,2.0,2.0,Inglaterra Premier League,1.0
Max Kilman,0.0,0.0,0.97,0.51,0.0,4.41,0.03,0.38,0.0,56.54,83.41,4.32,37.8,1.32,67.19,63.22,0.49,37.0,2.0,2.0,Inglaterra Premier League,1.0
Ibrahima Konaté,0.0,0.0,2.11,1.44,0.06,3.11,0.11,0.61,0.06,62.78,87.17,4.17,40.0,1.17,76.67,64.5,1.61,18.0,1.0,2.0,Inglaterra Premier League,1.0
Toti Gomes,0.06,0.06,0.88,0.65,0.0,2.59,0.0,0.24,0.0,29.24,83.3,3.41,42.22,0.76,51.52,50.55,0.94,17.0,1.0,2.0,Inglaterra Premier League,1.0
Maximilian Wöber,0.0,0.0,1.56,1.69,0.06,4.0,0.0,0.5,0.06,40.19,71.23,5.31,36.28,1.31,55.1,53.0,0.94,16.0,2.0,2.0,Inglaterra Premier League,1.0
James Justin,0.0,0.0,1.43,1.07,0.0,2.57,0.0,0.36,0.0,48.71,81.52,7.93,42.19,1.21,41.82,55.07,0.57,14.0,2.0,2.0,Inglaterra Premier League,1.0
Issa Diop,0.04,0.0,1.12,1.4,0.08,3.44,0.0,0.6,0.04,55.8,87.1,3.28,42.66,0.88,57.89,56.25,0.64,25.0,2.0,2.0,Inglaterra Premier League,1.0
Vladimír Coufal,0.0,0.0,2.15,1.41,0.0,2.37,0.0,0.52,0.15,30.04,65.72,6.07,30.6,1.15,65.08,56.94,1.11,27.0,3.0,2.0,Inglaterra Premier League,1.0
Pontus Jansson,0.08,0.08,0.42,0.75,0.0,3.17,0.0,0.17,0.0,26.25,80.0,1.08,43.75,0.83,67.57,66.0,0.17,12.0,3.0,2.0,Inglaterra Premier League,1.0
Antonee Robinson,0.0,0.0,1.77,1.51,0.03,2.17,0.03,0.6,0.0,41.89,76.88,8.57,43.72,1.11,57.14,55.78,0.94,35.0,2.0,2.0,Inglaterra Premier League,1.0
Rico Lewis,0.0,0.0,1.14,0.43,0.0,0.86,0.0,0.36,0.14,45.57,92.16,9.86,58.33,0.5,0.0,53.16,0.71,14.0,1.0,2.0,Inglaterra Premier League,1.0
Joe Worrall,0.03,0.03,1.77,0.87,0.07,3.6,0.0,0.33,0.03,36.47,78.52,3.4,44.74,1.2,62.5,60.53,0.9,30.0,2.0,2.0,Inglaterra Premier League,1.0
Willy Boly,0.0,0.0,1.18,1.09,0.0,4.09,0.0,0.45,0.0,23.36,75.1,1.18,31.71,0.82,62.5,64.15,0.45,11.0,3.0,2.0,Inglaterra Premier League,1.0
Lyanco,0.05,0.05,1.14,0.95,0.0,2.9,0.1,0.29,0.0,23.9,75.5,1.95,32.99,1.14,56.82,58.77,0.76,21.0,2.0,2.0,Inglaterra Premier League,1.0
Ben Davies,0.06,0.03,0.9,0.58,0.0,2.16,0.0,0.39,0.13,38.13,83.16,5.61,41.82,0.97,56.91,52.86,0.97,31.0,2.0,2.0,Inglaterra Premier League,1.0
Joël Veltman,0.03,0.0,2.0,0.61,0.03,1.58,0.0,0.65,0.06,41.84,85.2,9.26,41.59,0.81,59.09,61.5,0.87,31.0,3.0,2.0,Inglaterra Premier League,1.0
Wesley Fofana,0.06,0.06,2.0,1.71,0.06,2.18,0.12,0.88,0.0,58.88,89.01,6.29,29.63,1.18,60.34,64.2,0.76,17.0,1.0,2.0,Inglaterra Premier League,1.0
Chris Mepham,0.0,0.0,1.73,1.15,0.0,5.62,0.0,0.42,0.0,39.31,83.66,2.19,38.02,1.85,62.35,62.43,0.62,26.0,2.0,2.0,Inglaterra Premier League,1.0
Konstantinos Tsimikas,0.0,0.0,0.7,0.6,0.0,0.7,0.0,0.3,0.05,22.2,85.36,4.4,60.71,0.5,50.0,45.33,0.65,20.0,2.0,2.0,Inglaterra Premier League,1.0
César Azpilicueta,0.0,0.0,1.72,0.76,0.0,1.84,0.0,0.6,0.16,35.88,83.72,7.28,24.49,0.76,60.42,55.13,1.08,25.0,3.0,2.0,Inglaterra Premier League,1.0
Nathan Collins,0.0,0.0,1.04,0.81,0.0,3.19,0.0,0.35,0.0,43.42,88.13,3.5,54.03,1.23,54.41,55.17,0.65,26.0,1.0,2.0,Inglaterra Premier League,1.0
Lloyd Kelly,0.0,0.0,1.43,1.13,0.04,4.3,0.0,0.26,0.0,45.09,81.39,5.04,36.97,1.48,64.29,59.52,0.74,23.0,2.0,2.0,Inglaterra Premier League,1.0
Michael Keane,0.08,0.0,0.58,1.17,0.17,4.58,0.0,0.25,0.17,35.67,70.09,4.17,31.71,1.75,67.0,64.06,0.58,12.0,2.0,2.0,Inglaterra Premier League,1.0
Harry Souttar,0.0,0.0,1.25,1.0,0.0,3.75,0.0,0.92,0.0,45.67,81.39,3.75,33.87,1.33,86.36,73.49,0.42,12.0,2.0,2.0,Inglaterra Premier League,1.0
Jonny Evans,0.0,0.0,1.0,1.38,0.0,3.77,0.0,0.31,0.0,60.54,87.55,3.62,53.41,1.54,66.67,63.89,0.69,13.0,3.0,2.0,Inglaterra Premier League,1.0
Tyrell Malacia,0.0,0.0,2.09,1.14,0.0,2.0,0.0,0.5,0.05,30.36,87.43,7.32,50.0,0.55,66.67,49.66,1.77,22.0,1.0,2.0,Inglaterra Premier League,1.0
Conor Coady,0.04,0.0,0.58,0.58,0.0,3.54,0.04,0.33,0.04,50.0,85.08,3.79,47.11,1.0,51.02,53.61,0.46,24.0,2.0,2.0,Inglaterra Premier League,1.0
Jack Stephens,0.0,0.0,1.0,1.0,0.0,3.24,0.0,0.24,0.0,33.29,82.33,3.47,42.68,1.41,47.22,53.42,0.53,17.0,2.0,2.0,Inglaterra Premier League,1.0
Dan Burn,0.03,0.03,1.58,0.84,0.03,2.71,0.0,0.87,0.08,37.84,78.58,5.79,37.41,0.71,69.67,55.99,0.92,38.0,3.0,2.0,Inglaterra Premier League,1.0
Joel Ward,0.04,0.0,1.79,0.89,0.0,2.75,0.0,0.39,0.0,35.79,75.45,6.64,27.91,1.14,59.79,58.33,1.04,28.0,3.0,2.0,Inglaterra Premier League,1.0
Vitaliy Mykolenko,0.0,0.0,1.71,1.35,0.0,2.62,0.0,0.68,0.03,29.41,75.6,5.91,34.58,1.21,43.33,51.57,0.85,34.0,1.0,2.0,Inglaterra Premier League,1.0
Timothy Castagne,0.05,0.03,2.35,1.16,0.05,2.54,0.0,1.16,0.16,40.65,80.72,7.41,36.45,1.22,47.01,51.22,0.68,37.0,2.0,2.0,Inglaterra Premier League,1.0
Matty Cash,0.0,0.0,2.12,1.0,0.04,1.42,0.0,0.42,0.0,30.04,78.62,5.15,37.86,0.96,48.0,61.64,0.81,26.0,2.0,2.0,Inglaterra Premier League,1.0
Levi Colwill,0.0,0.0,0.47,0.88,0.0,2.18,0.0,0.29,0.06,67.53,88.59,6.0,56.41,1.18,71.43,64.65,0.47,17.0,1.0,2.0,Inglaterra Premier League,1.0
Davinson Sánchez,0.0,0.0,1.33,0.67,0.06,2.28,0.0,0.33,0.0,32.67,86.9,3.11,31.82,0.78,62.22,63.04,0.39,18.0,2.0,2.0,Inglaterra Premier League,1.0
Pascal Struijk,0.07,0.03,2.9,1.1,0.07,2.21,0.03,0.93,0.07,36.97,79.48,7.76,36.23,1.59,58.25,58.51,1.0,29.0,1.0,2.0,Inglaterra Premier League,1.0
Marcos Senesi,0.06,0.03,1.61,1.39,0.06,4.52,0.0,0.65,0.03,41.65,81.41,3.55,49.31,1.58,55.1,55.11,0.94,31.0,2.0,2.0,Inglaterra Premier League,1.0
Trevoh Chalobah,0.0,0.0,1.24,0.96,0.0,2.2,0.0,0.44,0.0,45.68,88.53,5.64,50.68,0.92,49.21,56.52,0.44,25.0,1.0,2.0,Inglaterra Premier League,1.0
Kyle Walker,0.0,0.0,0.48,0.67,0.0,0.81,0.0,0.74,0.0,64.04,89.53,13.48,52.59,0.63,67.65,52.21,0.56,27.0,3.0,2.0,Inglaterra Premier League,1.0
Séamus Coleman,0.04,0.0,1.52,0.96,0.0,1.96,0.04,0.43,0.17,26.22,75.46,4.7,28.57,1.0,52.94,61.22,0.43,23.0,3.0,2.0,Inglaterra Premier League,1.0
Liam Cooper,0.06,0.06,2.11,1.89,0.0,3.11,0.06,0.72,0.0,43.56,78.7,3.56,34.58,1.67,63.64,64.02,0.67,18.0,3.0,2.0,Inglaterra Premier League,1.0
Angelo Ogbonna,0.0,0.0,0.69,1.06,0.0,4.56,0.06,0.31,0.06,25.94,80.0,1.06,42.0,1.06,63.64,62.5,0.13,16.0,3.0,2.0,Inglaterra Premier League,1.0
Steve Cook,0.0,0.0,0.67,1.0,0.08,4.17,0.0,0.17,0.08,37.92,80.66,2.08,42.11,0.92,72.97,67.86,0.42,12.0,3.0,2.0,Inglaterra Premier League,1.0
Joël Matip,0.07,0.07,1.0,1.5,0.0,3.0,0.07,0.86,0.07,62.79,86.69,5.93,53.73,1.29,52.08,50.0,0.71,14.0,3.0,2.0,Inglaterra Premier League,1.0
Thilo Kehrer,0.0,0.0,1.59,1.26,0.04,2.7,0.04,0.85,0.07,36.74,85.38,3.59,50.0,1.07,52.17,50.77,1.15,27.0,2.0,2.0,Inglaterra Premier League,1.0
Rico Henry,0.0,0.0,1.54,0.81,0.0,1.86,0.0,0.51,0.14,26.3,75.03,6.46,35.0,0.97,41.67,49.24,0.86,37.0,2.0,2.0,Inglaterra Premier League,1.0
Neco Williams,0.03,0.0,2.32,1.06,0.0,1.19,0.0,1.06,0.1,19.45,66.83,2.45,33.33,0.97,38.64,49.27,1.06,31.0,1.0,2.0,Inglaterra Premier League,1.0
Rasmus Kristensen,0.12,0.0,2.38,1.35,0.0,2.12,0.0,1.31,0.08,32.04,69.27,5.92,31.0,1.85,55.74,54.23,0.73,26.0,2.0,2.0,Inglaterra Premier League,1.0
Moussa Niakhaté,0.0,0.0,1.29,1.36,0.07,3.86,0.0,0.79,0.0,21.36,76.25,1.93,34.04,1.36,55.88,50.59,0.86,14.0,2.0,2.0,Inglaterra Premier League,1.0
Emerson Palmieri,0.05,0.0,1.18,0.68,0.0,1.32,0.0,0.55,0.0,26.45,81.62,5.91,38.24,1.05,66.67,52.42,0.59,22.0,2.0,2.0,Inglaterra Premier League,1.0
Rob Holding,0.07,0.0,0.57,0.21,0.07,1.86,0.0,0.14,0.0,31.36,86.79,2.0,46.67,0.71,56.41,57.89,0.36,14.0,2.0,2.0,Inglaterra Premier League,1.0
Takehiro Tomiyasu,0.0,0.0,1.29,0.67,0.0,0.67,0.05,0.24,0.05,19.62,82.52,3.86,41.18,0.43,45.95,56.47,0.29,21.0,2.0,2.0,Inglaterra Premier League,1.0
Tyrick Mitchell,0.0,0.0,1.97,1.17,0.03,1.83,0.0,0.64,0.06,33.28,72.37,6.19,24.09,0.94,49.02,53.25,0.92,36.0,1.0,2.0,Inglaterra Premier League,1.0
Lucas Digne,0.04,0.0,1.07,0.64,0.04,1.39,0.0,0.46,0.07,25.25,78.64,5.11,41.79,0.86,60.47,53.95,0.68,28.0,2.0,2.0,Inglaterra Premier League,1.0
Scott McKenna,0.0,0.0,0.6,0.6,0.05,4.15,0.05,0.2,0.1,35.0,79.29,2.5,37.0,1.0,61.67,60.64,0.4,20.0,2.0,2.0,Inglaterra Premier League,1.0
Matt Targett,0.0,0.0,0.76,0.53,0.0,0.76,0.0,0.88,0.06,19.29,81.71,3.94,34.62,0.35,61.11,43.28,0.59,17.0,2.0,2.0,Inglaterra Premier League,1.0
Nathan Patterson,0.0,0.0,2.58,0.79,0.0,1.89,0.0,1.26,0.05,24.84,79.87,5.26,30.0,1.05,45.45,53.9,0.74,19.0,1.0,2.0,Inglaterra Premier League,1.0
Victor Kristiansen,0.0,0.0,3.17,0.25,0.0,1.83,0.0,0.67,0.08,30.33,69.51,4.75,28.57,1.17,37.5,53.39,1.42,12.0,1.0,2.0,Inglaterra Premier League,1.0
Kieran Tierney,0.0,0.0,0.74,0.41,0.0,0.74,0.0,0.15,0.0,14.85,78.05,3.7,30.36,0.33,25.0,55.22,0.19,27.0,2.0,2.0,Inglaterra Premier League,1.0
Ben Johnson,0.0,0.0,1.18,0.53,0.0,1.41,0.0,0.35,0.0,26.82,73.03,3.53,28.38,0.59,64.0,61.25,0.18,17.0,1.0,2.0,Inglaterra Premier League,1.0
Clément Lenglet,0.0,0.0,1.46,0.69,0.0,2.58,0.04,0.69,0.04,55.31,87.48,4.62,46.95,1.19,60.56,56.45,0.88,26.0,2.0,2.0,Inglaterra Premier League,1.0
Jonny Otto,0.06,0.0,1.89,0.78,0.0,1.39,0.06,1.06,0.06,38.44,84.1,7.89,65.85,0.89,48.39,51.9,0.72,18.0,2.0,2.0,Inglaterra Premier League,1.0
Rayan Aït Nouri,0.05,0.0,1.57,0.43,0.05,1.14,0.0,0.29,0.05,22.57,81.86,5.19,26.92,0.76,45.16,56.58,0.71,21.0,1.0,2.0,Inglaterra Premier League,1.0
Aaron Hickey,0.0,0.0,1.46,0.65,0.04,0.81,0.0,0.54,0.04,27.96,84.73,5.58,54.0,0.85,38.89,55.03,0.77,26.0,1.0,2.0,Inglaterra Premier League,1.0
Álex Moreno,0.0,0.0,1.21,0.37,0.0,1.58,0.05,1.21,0.11,30.47,79.45,5.32,30.0,0.47,42.86,41.25,0.89,19.0,2.0,2.0,Inglaterra Premier League,1.0
Robin Koch,0.0,0.0,1.47,1.19,0.0,4.08,0.0,0.89,0.0,44.11,77.33,4.36,36.14,1.86,61.67,56.7,0.97,36.0,2.0,2.0,Inglaterra Premier League,1.0
Zanka,0.0,0.0,0.94,0.89,0.0,2.17,0.0,0.67,0.0,24.67,81.08,2.39,29.55,0.72,51.52,49.35,0.5,18.0,3.0,2.0,Inglaterra Premier League,1.0
Tariq Lamptey,0.0,0.0,0.55,0.35,0.0,0.1,0.0,0.1,0.0,11.6,86.21,3.6,80.0,0.3,22.22,53.85,0.3,20.0,1.0,2.0,Inglaterra Premier League,1.0
Renan Lodi,0.0,0.0,1.86,1.18,0.0,2.14,0.0,1.18,0.04,23.86,71.26,3.04,29.46,1.39,48.65,54.01,1.04,28.0,2.0,2.0,Inglaterra Premier League,1.0
Luke Ayling,0.07,0.03,2.28,0.9,0.03,1.62,0.0,1.48,0.1,30.0,69.2,6.17,33.88,1.55,44.66,52.98,0.52,29.0,3.0,2.0,Inglaterra Premier League,1.0
Nathaniel Clyne,0.0,0.0,1.23,0.86,0.0,1.23,0.0,0.41,0.05,30.0,80.76,5.82,29.03,0.91,25.0,50.55,0.45,22.0,3.0,2.0,Inglaterra Premier League,1.0
Kyle Walker-Peters,0.03,0.0,1.97,0.87,0.03,1.32,0.0,0.65,0.06,32.74,78.92,8.94,37.88,1.71,36.36,52.19,0.81,31.0,2.0,2.0,Inglaterra Premier League,1.0
Nélson Semedo,0.0,0.0,1.97,0.81,0.0,2.11,0.0,0.86,0.0,33.58,81.72,7.08,36.27,1.06,44.78,48.92,1.31,36.0,2.0,2.0,Inglaterra Premier League,1.0
Hugo Bueno,0.0,0.0,1.57,0.48,0.0,1.43,0.0,0.76,0.05,23.95,84.49,4.81,24.0,1.19,37.04,49.22,0.33,21.0,1.0,2.0,Inglaterra Premier League,1.0
Harry Toffolo,0.0,0.0,0.89,0.53,0.05,1.58,0.0,0.21,0.0,15.32,65.29,3.63,15.0,0.63,48.15,50.0,0.53,19.0,2.0,2.0,Inglaterra Premier League,1.0
Calum Chambers,0.0,0.0,0.64,0.5,0.0,0.71,0.07,0.14,0.07,13.64,79.58,1.79,39.13,0.21,33.33,46.67,0.5,14.0,2.0,2.0,Inglaterra Premier League,1.0
Jordan Zemura,0.0,0.0,2.05,0.84,0.05,1.42,0.0,1.05,0.16,24.0,69.3,5.89,28.95,1.42,38.89,50.0,0.89,19.0,1.0,2.0,Inglaterra Premier League,1.0
Luke Thomas,0.0,0.0,1.35,1.59,0.0,1.65,0.0,1.0,0.12,31.0,78.75,4.59,38.64,1.0,44.0,46.08,0.71,17.0,1.0,2.0,Inglaterra Premier League,1.0
Romain Perraud,0.07,0.0,1.86,0.69,0.0,1.17,0.0,0.83,0.14,22.72,74.81,5.79,18.84,1.1,37.84,44.29,1.07,29.0,2.0,2.0,Inglaterra Premier League,1.0
Junior Firpo,0.05,0.0,2.47,1.26,0.05,1.53,0.0,1.16,0.05,26.32,73.0,4.68,22.5,1.53,51.52,49.68,1.26,19.0,2.0,2.0,Inglaterra Premier League,1.0
Matías Viña,0.17,0.0,1.58,0.33,0.0,1.42,0.0,1.33,0.0,12.08,73.1,2.0,36.36,0.67,36.36,48.89,0.58,12.0,2.0,2.0,Inglaterra Premier League,1.0
Adam Smith,0.0,0.0,1.32,0.68,0.03,1.84,0.0,0.84,0.05,25.97,75.34,4.16,39.1,1.41,43.28,48.9,0.78,37.0,3.0,2.0,Inglaterra Premier League,1.0
Ben Godfrey,0.0,0.0,1.54,0.62,0.0,2.38,0.0,1.38,0.0,17.38,66.37,2.92,20.51,1.23,46.88,46.24,0.77,13.0,2.0,2.0,Inglaterra Premier League,1.0
Ryan Fredericks,0.0,0.0,0.25,0.08,0.0,2.17,0.0,0.25,0.0,13.58,69.94,3.17,30.0,0.83,33.33,34.29,0.25,12.0,3.0,2.0,Inglaterra Premier League,1.0
Mário Rui,0.0,0.0,1.55,0.68,0.0,0.77,0.0,0.95,0.23,64.95,84.18,16.23,59.16,0.59,35.9,52.76,0.86,22.0,2.0,2.0,Italia Serie A,1.0
Lucas Martínez Quarta,0.04,0.0,2.96,1.78,0.0,2.81,0.0,0.7,0.04,55.93,81.85,6.3,56.07,1.11,67.86,69.42,0.78,27.0,2.0,2.0,Italia Serie A,1.0
Danilo,0.08,0.03,2.49,1.27,0.05,3.03,0.0,0.57,0.08,56.0,85.14,7.54,54.24,0.65,58.24,61.37,0.89,37.0,2.0,2.0,Italia Serie A,1.0
Min-jae Kim,0.06,0.06,1.57,1.17,0.0,3.49,0.03,0.11,0.06,79.97,91.0,7.49,57.69,0.54,63.45,61.81,0.86,35.0,2.0,2.0,Italia Serie A,1.0
Cristiano Biraghi,0.06,0.0,1.97,0.42,0.0,1.15,0.0,1.0,0.18,42.3,78.51,11.27,36.57,1.0,43.18,56.09,0.88,33.0,2.0,2.0,Italia Serie A,1.0
Fikayo Tomori,0.03,0.0,2.12,0.88,0.03,2.33,0.0,0.36,0.03,57.45,88.87,3.45,63.02,0.79,67.74,69.26,0.85,33.0,2.0,2.0,Italia Serie A,1.0
Amir Rrahmani,0.07,0.03,1.14,0.48,0.0,2.55,0.0,0.31,0.07,74.48,91.39,7.17,63.37,0.69,62.04,60.21,0.76,29.0,2.0,2.0,Italia Serie A,1.0
Giovanni Di Lorenzo,0.08,0.03,1.62,0.81,0.0,1.35,0.0,0.65,0.16,61.76,86.04,14.03,58.48,0.51,54.67,55.39,0.84,37.0,2.0,2.0,Italia Serie A,1.0
Bremer,0.13,0.13,0.97,1.4,0.03,3.83,0.0,0.23,0.1,55.43,90.2,1.8,57.69,1.0,61.24,56.22,0.97,30.0,2.0,2.0,Italia Serie A,1.0
Chris Smalling,0.09,0.09,0.81,1.34,0.0,3.84,0.0,0.25,0.03,41.84,87.45,1.53,54.89,0.75,75.0,68.48,0.56,32.0,2.0,2.0,Italia Serie A,1.0
Patric,0.0,0.0,0.94,0.61,0.0,2.83,0.0,0.28,0.0,58.94,89.26,2.0,61.96,0.33,29.03,50.0,0.17,18.0,2.0,2.0,Italia Serie A,1.0
Jaka Bijol,0.09,0.06,1.22,0.91,0.03,5.09,0.0,0.34,0.13,42.94,85.01,2.06,54.13,1.06,65.19,59.21,0.91,32.0,2.0,2.0,Italia Serie A,1.0
Armando Izzo,0.03,0.03,2.43,1.67,0.03,2.63,0.0,0.53,0.03,51.97,87.68,5.03,54.1,0.83,51.95,60.36,1.47,30.0,2.0,2.0,Italia Serie A,1.0
Ardian Ismajli,0.0,0.0,1.6,1.08,0.0,4.68,0.0,0.24,0.0,41.08,84.62,1.24,49.17,1.0,58.16,62.22,0.76,25.0,2.0,2.0,Italia Serie A,1.0
Stefan Posch,0.2,0.1,2.7,1.17,0.0,2.0,0.0,1.03,0.1,49.17,76.75,7.2,46.03,1.03,49.09,53.19,1.57,30.0,2.0,2.0,Italia Serie A,1.0
Alessio Romagnoli,0.06,0.03,0.97,1.12,0.0,3.15,0.0,0.32,0.03,54.32,90.47,3.09,58.2,0.62,63.71,58.22,1.03,34.0,2.0,2.0,Italia Serie A,1.0
Rodrigo Becão,0.07,0.07,2.5,0.93,0.0,2.18,0.04,0.46,0.04,43.93,80.33,4.71,43.39,1.07,69.23,66.93,1.36,28.0,2.0,2.0,Italia Serie A,1.0
Juan Jesus,0.07,0.0,1.07,0.67,0.0,1.87,0.0,0.2,0.0,48.93,90.33,3.53,63.64,0.47,76.92,69.86,0.67,15.0,2.0,2.0,Italia Serie A,1.0
Roger Ibañez,0.09,0.09,2.03,2.0,0.0,2.76,0.06,0.48,0.03,49.85,87.96,2.73,53.42,0.94,68.54,62.54,1.33,33.0,2.0,2.0,Italia Serie A,1.0
Francesco Acerbi,0.0,0.0,1.06,1.32,0.0,2.55,0.03,0.26,0.0,51.48,89.79,5.1,64.1,0.87,65.0,62.68,0.55,31.0,2.0,2.0,Italia Serie A,1.0
Alessandro Bastoni,0.0,0.0,1.41,0.83,0.0,1.45,0.0,0.55,0.21,52.97,85.35,7.76,56.78,0.79,62.9,59.54,0.66,29.0,2.0,2.0,Italia Serie A,1.0
Federico Gatti,0.0,0.0,0.83,1.17,0.0,2.94,0.0,0.33,0.06,52.39,85.15,3.94,54.68,0.72,54.24,54.84,0.89,18.0,2.0,2.0,Italia Serie A,1.0
Nicolò Casale,0.03,0.0,1.45,0.59,0.0,2.34,0.03,0.41,0.0,55.55,91.99,2.28,72.41,0.62,62.16,59.75,0.76,29.0,2.0,2.0,Italia Serie A,1.0
Sebastiano Luperto,0.06,0.03,0.94,1.19,0.0,4.36,0.0,0.28,0.03,47.19,86.58,1.92,48.91,1.08,51.8,55.9,0.58,36.0,2.0,2.0,Italia Serie A,1.0
Nikola Milenković,0.07,0.07,1.48,0.81,0.0,2.67,0.0,0.33,0.07,47.52,85.89,3.44,52.82,0.96,70.87,63.21,1.44,27.0,2.0,2.0,Italia Serie A,1.0
Malick Thiaw,0.0,0.0,1.55,0.6,0.0,3.25,0.0,0.45,0.0,52.45,88.37,3.4,58.77,0.6,66.67,62.33,0.7,20.0,2.0,2.0,Italia Serie A,1.0
