Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Micky van de Ven,0.03,0.03,1.36,0.79,0.06,3.09,0.0,0.33,0.06,50.48,88.3,4.39,40.85,1.24,52.17,60.0,0.7,33.0,1.0,2.0,Alemania Bundesliga 1,1.0
Maxence Lacroix,0.04,0.04,0.92,1.08,0.04,3.5,0.0,0.33,0.0,45.29,87.12,3.46,54.48,0.92,59.52,57.69,0.79,24.0,1.0,2.0,Alemania Bundesliga 1,1.0
Dan-Axel Zagadou,0.0,0.0,0.82,1.24,0.18,4.71,0.06,0.53,0.06,57.29,85.83,2.94,57.02,1.41,72.6,62.5,0.71,17.0,1.0,2.0,Alemania Bundesliga 1,1.0
Maya Yoshida,0.0,0.0,1.17,1.59,0.03,4.45,0.03,0.38,0.0,47.86,76.66,2.97,41.1,1.59,66.67,64.68,0.69,29.0,3.0,2.0,Alemania Bundesliga 1,1.0
Piero Hincapié,0.03,0.03,1.7,1.03,0.07,2.53,0.03,0.43,0.1,55.67,83.23,4.77,36.94,0.97,55.56,56.38,1.33,30.0,1.0,2.0,Alemania Bundesliga 1,1.0
Pascal Stenzel,0.0,0.0,1.0,0.42,0.0,0.5,0.0,0.33,0.08,14.0,80.36,1.67,60.98,0.42,33.33,55.56,0.25,12.0,2.0,2.0,Alemania Bundesliga 1,1.0
Tuta,0.06,0.0,1.71,1.58,0.0,4.13,0.03,0.77,0.06,59.13,80.41,4.45,35.59,1.29,45.54,49.08,1.06,31.0,1.0,2.0,Alemania Bundesliga 1,1.0
Jonathan Tah,0.03,0.0,0.76,1.21,0.0,3.55,0.0,0.18,0.03,49.39,89.14,2.18,48.15,1.27,55.34,51.98,0.67,33.0,2.0,2.0,Alemania Bundesliga 1,1.0
Christian Günter,0.03,0.0,0.88,0.48,0.03,1.03,0.0,0.91,0.15,29.36,76.26,6.94,42.55,1.0,32.56,38.15,0.97,33.0,2.0,2.0,Alemania Bundesliga 1,1.0
Keven Schlotterbeck,0.13,0.13,1.13,1.07,0.07,3.4,0.0,0.13,0.07,20.8,67.63,1.2,29.69,1.13,58.06,59.43,0.73,15.0,2.0,2.0,Alemania Bundesliga 1,1.0
Dayot Upamecano,0.0,0.0,2.24,0.93,0.03,2.38,0.03,0.59,0.0,79.52,90.76,9.03,62.84,0.93,50.0,55.51,1.03,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Evan Ndicka,0.03,0.0,0.83,1.03,0.03,4.77,0.0,0.47,0.0,60.1,86.36,3.87,40.98,1.3,60.94,54.95,1.03,30.0,1.0,2.0,Alemania Bundesliga 1,1.0
Niklas Stark,0.0,0.0,2.07,1.37,0.0,3.96,0.0,0.56,0.04,45.81,82.62,2.67,52.6,1.41,46.46,51.71,1.52,27.0,2.0,2.0,Alemania Bundesliga 1,1.0
Sebastiaan Bornauw,0.04,0.04,1.12,1.19,0.0,3.15,0.04,0.23,0.0,47.04,86.18,3.19,42.98,0.96,57.95,56.17,0.92,26.0,1.0,2.0,Alemania Bundesliga 1,1.0
Andreas Hanche-Olsen,0.06,0.06,2.06,1.94,0.06,4.29,0.0,1.0,0.12,43.71,71.87,4.06,36.62,1.47,63.3,57.92,1.29,17.0,2.0,2.0,Alemania Bundesliga 1,1.0
John Brooks,0.0,0.0,1.2,0.67,0.07,6.93,0.0,0.33,0.0,51.27,81.01,2.33,45.08,1.8,68.09,63.64,1.4,15.0,2.0,2.0,Alemania Bundesliga 1,1.0
Amos Pieper,0.07,0.07,1.59,1.0,0.03,3.03,0.03,0.55,0.0,40.28,79.02,2.9,43.27,1.1,68.69,62.8,0.83,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Stefan Bell,0.0,0.0,1.43,1.47,0.0,4.37,0.0,0.73,0.0,40.8,76.96,3.03,41.53,1.2,60.59,54.15,1.57,30.0,3.0,2.0,Alemania Bundesliga 1,1.0
Lukas Klostermann,0.0,0.0,1.07,0.87,0.0,1.93,0.0,0.47,0.0,50.87,88.2,3.93,41.67,0.47,45.45,49.3,0.4,15.0,2.0,2.0,Alemania Bundesliga 1,1.0
Miloš Veljković,0.03,0.0,1.03,1.14,0.03,3.41,0.0,0.38,0.03,48.28,81.64,3.45,53.09,1.55,56.31,55.87,0.83,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Marco Friedl,0.0,0.0,2.07,1.93,0.0,4.07,0.0,0.9,0.03,55.93,82.3,5.43,53.67,1.6,51.06,56.75,0.8,30.0,2.0,2.0,Alemania Bundesliga 1,1.0
Edimilson Fernandes,0.0,0.0,1.09,1.69,0.0,2.59,0.06,0.5,0.03,33.19,73.45,3.31,41.64,1.25,47.5,49.76,0.91,32.0,2.0,2.0,Alemania Bundesliga 1,1.0
Josuha Guilavogui,0.04,0.0,0.78,1.0,0.04,2.26,0.0,0.48,0.04,34.74,84.61,4.0,58.02,0.74,57.33,48.32,1.26,23.0,3.0,2.0,Alemania Bundesliga 1,1.0
Kevin Vogt,0.0,0.0,0.68,1.18,0.0,2.95,0.0,0.59,0.05,54.23,86.34,4.77,60.47,1.18,44.0,42.86,1.0,22.0,3.0,2.0,Alemania Bundesliga 1,1.0
Marcel Halstenberg,0.03,0.0,1.29,0.68,0.0,0.84,0.0,0.58,0.06,31.35,79.22,4.81,40.79,0.58,61.9,55.7,0.61,31.0,3.0,2.0,Alemania Bundesliga 1,1.0
Kristijan Jakić,0.04,0.04,1.38,0.58,0.0,1.88,0.04,0.79,0.04,36.96,79.26,3.25,37.11,0.71,49.15,49.68,0.75,24.0,2.0,2.0,Alemania Bundesliga 1,1.0
Ivan Ordets,0.0,0.0,1.03,1.9,0.03,4.5,0.0,0.4,0.07,33.1,72.91,1.77,41.33,1.77,66.35,62.18,1.07,30.0,3.0,2.0,Alemania Bundesliga 1,1.0
Erhan Mašović,0.14,0.07,1.72,0.93,0.03,2.69,0.0,0.72,0.03,28.14,81.13,2.17,37.5,1.48,46.0,49.76,0.83,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Josip Stanišić,0.0,0.0,1.36,0.5,0.0,0.71,0.0,0.36,0.07,41.43,91.72,7.21,56.76,0.71,66.67,64.71,0.36,14.0,1.0,2.0,Alemania Bundesliga 1,1.0
Julian Ryerson,0.03,0.0,1.83,0.67,0.0,1.33,0.0,0.93,0.13,38.17,80.61,7.1,37.29,1.03,47.37,48.6,1.03,30.0,2.0,2.0,Alemania Bundesliga 1,1.0
Marvin Friedrich,0.04,0.0,0.74,0.48,0.0,2.22,0.0,0.13,0.0,41.61,86.42,1.52,36.27,1.22,57.75,62.38,0.13,23.0,2.0,2.0,Alemania Bundesliga 1,1.0
Jeffrey Gouweleeuw,0.0,0.0,1.31,1.56,0.03,4.28,0.0,0.78,0.06,45.53,70.69,4.47,38.19,1.47,55.48,50.88,1.13,32.0,3.0,2.0,Alemania Bundesliga 1,1.0
Jonjoe Kenny,0.0,0.0,1.59,1.59,0.0,2.07,0.0,0.62,0.14,31.41,74.86,5.28,48.23,1.45,53.19,52.35,1.0,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Konstantinos Stafylidis,0.0,0.0,1.42,1.05,0.0,1.42,0.0,0.74,0.11,18.26,72.33,1.84,40.0,0.95,42.86,53.28,0.84,19.0,2.0,2.0,Alemania Bundesliga 1,1.0
Makoto Hasebe,0.0,0.0,1.0,0.94,0.0,2.5,0.0,0.83,0.06,55.72,88.04,3.94,51.24,1.22,38.46,50.53,0.39,18.0,3.0,2.0,Alemania Bundesliga 1,1.0
Marvin Plattenhardt,0.0,0.0,1.39,0.48,0.0,2.13,0.0,0.58,0.19,25.35,74.68,3.77,30.95,1.58,52.78,56.8,0.68,31.0,3.0,2.0,Alemania Bundesliga 1,1.0
Waldemar Anton,0.03,0.0,1.47,1.12,0.0,3.56,0.03,0.71,0.09,55.53,79.98,5.0,40.86,1.32,52.38,52.9,0.91,34.0,2.0,2.0,Alemania Bundesliga 1,1.0
Maximilian Mittelstädt,0.0,0.0,2.29,1.53,0.06,1.24,0.0,1.29,0.06,19.18,72.39,3.47,23.53,0.82,38.46,51.68,0.76,17.0,2.0,2.0,Alemania Bundesliga 1,1.0
Cedric Brunner,0.0,0.0,1.39,1.54,0.04,2.64,0.0,0.54,0.07,30.14,70.26,3.32,37.04,1.61,47.44,54.67,1.18,28.0,2.0,2.0,Alemania Bundesliga 1,1.0
Daley Sinkgraven,0.0,0.0,0.83,0.42,0.0,0.42,0.0,0.17,0.17,14.42,74.57,2.33,29.17,0.67,37.5,46.51,0.5,12.0,2.0,2.0,Alemania Bundesliga 1,1.0
Thomas Ouwejan,0.0,0.0,1.18,0.76,0.06,1.29,0.0,0.24,0.0,18.18,66.02,2.41,28.57,1.41,23.53,50.82,0.35,17.0,2.0,2.0,Alemania Bundesliga 1,1.0
Manuel Gulde,0.07,0.07,0.93,1.27,0.0,1.6,0.0,0.13,0.0,27.0,83.21,2.33,38.6,0.93,51.16,55.07,0.6,15.0,3.0,2.0,Alemania Bundesliga 1,1.0
Alexander Hack,0.0,0.0,1.58,1.26,0.11,2.21,0.0,0.74,0.0,30.42,74.05,2.89,49.28,0.74,50.0,51.68,1.32,19.0,2.0,2.0,Alemania Bundesliga 1,1.0
Diogo Leite,0.0,0.0,1.25,0.93,0.07,3.46,0.04,0.46,0.04,48.29,78.62,5.0,46.15,0.96,57.85,54.12,1.57,28.0,1.0,2.0,Alemania Bundesliga 1,1.0
Cristian Gamboa,0.0,0.0,2.21,0.84,0.05,1.63,0.05,0.53,0.0,27.95,68.36,4.53,45.59,1.74,59.09,60.19,0.74,19.0,3.0,2.0,Alemania Bundesliga 1,1.0
Odilon Kossounou,0.0,0.0,0.88,1.0,0.0,2.25,0.04,0.33,0.0,38.71,82.78,4.42,38.16,0.79,63.83,50.83,0.71,24.0,1.0,2.0,Alemania Bundesliga 1,1.0
Danilo Soares,0.0,0.0,3.13,1.3,0.09,2.3,0.04,1.26,0.04,34.39,74.08,5.74,44.17,1.57,57.14,56.39,1.22,23.0,3.0,2.0,Alemania Bundesliga 1,1.0
Joseph Scally,0.0,0.0,1.11,0.29,0.0,1.93,0.0,0.25,0.14,33.0,77.38,4.46,36.17,1.14,57.14,64.16,0.46,28.0,1.0,2.0,Alemania Bundesliga 1,1.0
Benno Schmitz,0.03,0.0,2.06,0.84,0.0,1.77,0.0,1.29,0.1,35.48,63.64,7.84,29.08,1.06,50.0,49.78,1.03,31.0,2.0,2.0,Alemania Bundesliga 1,1.0
Jere Uronen,0.0,0.0,1.27,0.73,0.0,1.09,0.0,0.36,0.18,24.45,73.61,3.27,40.0,1.45,61.54,59.46,0.45,11.0,2.0,2.0,Alemania Bundesliga 1,1.0
Mads Pedersen,0.0,0.0,1.57,0.71,0.0,1.18,0.0,0.39,0.0,17.32,73.81,3.43,43.86,1.11,22.58,49.73,0.82,28.0,2.0,2.0,Alemania Bundesliga 1,1.0
Lee Buchanan,0.05,0.0,0.67,0.57,0.0,0.81,0.0,0.29,0.14,10.05,68.25,1.57,34.55,0.29,53.33,50.0,0.29,21.0,1.0,2.0,Alemania Bundesliga 1,1.0
Timothy Fosu-Mensah,0.0,0.0,0.64,0.0,0.09,0.09,0.0,0.0,0.09,8.55,79.79,1.45,12.5,0.18,50.0,62.5,0.27,11.0,2.0,2.0,Alemania Bundesliga 1,1.0
Paul Jaeckel,0.06,0.06,1.5,1.19,0.0,2.63,0.06,1.13,0.0,38.13,81.64,4.75,42.42,0.88,46.34,47.32,1.0,16.0,2.0,2.0,Alemania Bundesliga 1,1.0
Felix Uduokhai,0.0,0.0,1.58,1.53,0.0,3.16,0.05,0.74,0.0,38.26,76.34,2.05,34.15,1.11,47.78,50.0,1.11,19.0,2.0,2.0,Alemania Bundesliga 1,1.0
Iago,0.0,0.0,1.55,0.77,0.0,2.18,0.0,0.82,0.14,21.91,64.32,3.18,35.29,1.14,35.9,46.88,0.59,22.0,2.0,2.0,Alemania Bundesliga 1,1.0
Dominique Heintz,0.0,0.0,1.18,1.09,0.0,3.0,0.0,1.0,0.0,26.73,83.33,2.0,57.78,1.45,58.06,50.65,1.0,11.0,2.0,2.0,Alemania Bundesliga 1,1.0
Filip Uremović,0.0,0.0,1.73,1.64,0.14,3.91,0.05,0.36,0.05,28.73,79.43,1.18,25.0,1.36,59.14,58.33,1.23,22.0,2.0,2.0,Alemania Bundesliga 1,1.0
Márton Dárdai,0.06,0.0,1.0,0.65,0.0,2.53,0.0,0.53,0.0,21.94,59.52,1.53,31.03,0.94,50.0,52.87,0.65,17.0,1.0,2.0,Alemania Bundesliga 1,1.0
Jordi Osei-Tutu,0.0,0.0,1.15,0.5,0.0,0.35,0.0,0.55,0.0,8.35,71.86,2.55,36.84,0.8,36.84,53.45,0.4,20.0,2.0,2.0,Alemania Bundesliga 1,1.0
Vasilis Lampropoulos,0.0,0.0,0.67,0.8,0.13,2.73,0.0,0.2,0.0,15.73,67.8,1.13,22.92,0.8,52.94,54.84,0.53,15.0,3.0,2.0,Alemania Bundesliga 1,1.0
Stanley N'Soki,0.05,0.0,1.16,1.26,0.05,1.74,0.0,0.53,0.05,41.0,81.77,4.32,44.44,1.53,64.71,58.18,0.68,19.0,1.0,2.0,Alemania Bundesliga 1,1.0
Luca Netz,0.05,0.0,1.25,0.3,0.0,1.15,0.0,0.65,0.05,14.65,79.52,2.55,18.52,0.75,40.0,54.22,0.25,20.0,1.0,2.0,Alemania Bundesliga 1,1.0
Kiliann Sildillia,0.0,0.0,1.22,0.78,0.0,1.59,0.0,0.44,0.07,32.85,74.07,4.89,47.76,1.04,49.41,43.26,1.41,27.0,1.0,2.0,Alemania Bundesliga 1,1.0
Renato Veiga,0.0,0.0,0.69,0.54,0.0,2.0,0.0,0.15,0.0,21.0,68.86,1.15,31.08,1.15,46.15,51.47,0.69,13.0,1.0,2.0,Alemania Bundesliga 1,1.0
Maximilian Bauer,0.0,0.0,1.15,0.85,0.04,2.89,0.04,0.63,0.07,27.7,73.13,1.63,32.54,1.3,57.72,56.95,0.89,27.0,1.0,2.0,Alemania Bundesliga 1,1.0
Henning Matriciani,0.0,0.0,1.95,1.05,0.0,2.18,0.0,1.55,0.0,32.09,75.35,3.05,40.0,1.59,57.14,48.92,0.86,22.0,1.0,2.0,Alemania Bundesliga 1,1.0
Robert Gumny,0.03,0.0,1.17,0.9,0.0,2.0,0.03,0.55,0.03,20.72,66.72,3.14,39.33,1.28,50.56,48.37,1.1,29.0,2.0,2.0,Alemania Bundesliga 1,1.0
Stefan Lainer,0.0,0.0,0.94,0.82,0.0,1.88,0.06,0.76,0.06,30.88,81.52,5.41,42.5,1.18,50.0,44.0,0.59,17.0,3.0,2.0,Alemania Bundesliga 1,1.0
Agustín Rogel,0.0,0.0,0.9,0.55,0.0,3.65,0.05,0.3,0.0,28.35,74.78,1.0,40.0,1.7,58.33,54.48,1.05,20.0,2.0,2.0,Alemania Bundesliga 1,1.0
Luca Kilian,0.06,0.0,1.38,0.69,0.13,2.88,0.0,0.56,0.0,42.31,85.97,3.56,36.14,1.25,54.76,56.32,0.44,16.0,1.0,2.0,Alemania Bundesliga 1,1.0
Saidy Janko,0.0,0.0,1.15,0.55,0.1,1.6,0.05,0.4,0.0,16.5,73.03,2.45,51.28,1.4,31.25,45.38,1.0,20.0,2.0,2.0,Alemania Bundesliga 1,1.0
Daniel Heber,0.0,0.0,1.63,2.06,0.0,3.38,0.06,0.44,0.0,66.75,88.67,2.94,55.67,1.06,54.88,59.74,0.88,16.0,2.0,2.0,Alemania Bundesliga 2,3.0
Patrick Mainka,0.09,0.09,2.09,1.56,0.03,4.65,0.0,0.44,0.03,52.74,81.76,2.44,47.6,0.85,67.62,68.91,0.65,34.0,2.0,2.0,Alemania Bundesliga 2,3.0
Patric Pfeiffer,0.17,0.17,1.0,1.79,0.04,3.71,0.0,0.29,0.08,34.88,73.95,4.75,53.28,0.75,71.07,68.37,0.75,24.0,1.0,2.0,Alemania Bundesliga 2,3.0
Sebastian Schonlau,0.0,0.0,2.1,1.4,0.0,4.43,0.0,0.4,0.07,67.77,89.33,4.83,53.45,0.9,57.69,59.57,1.13,30.0,2.0,2.0,Alemania Bundesliga 2,3.0
Ryan Malone,0.03,0.0,1.73,1.13,0.1,4.43,0.03,0.43,0.07,30.5,75.08,3.23,49.09,1.03,73.86,67.28,1.1,30.0,3.0,2.0,Alemania Bundesliga 2,3.0
Kevin Kraus,0.16,0.04,1.68,1.44,0.0,3.28,0.0,0.36,0.08,35.04,78.54,1.84,45.27,1.04,57.61,63.43,0.48,25.0,3.0,2.0,Alemania Bundesliga 2,3.0
Mario Vušković,0.13,0.0,0.44,1.19,0.0,2.75,0.0,0.13,0.06,56.44,88.93,3.56,54.76,0.94,69.81,59.04,0.75,16.0,1.0,2.0,Alemania Bundesliga 2,3.0
Patrick Erras,0.04,0.0,1.7,1.19,0.0,3.85,0.0,0.11,0.15,53.7,85.03,4.04,42.71,1.67,60.53,60.22,1.19,27.0,2.0,2.0,Alemania Bundesliga 2,3.0
Nicolas Gavory,0.06,0.0,0.75,0.88,0.0,1.44,0.0,0.38,0.25,33.19,83.43,6.38,44.19,0.81,51.35,55.68,0.44,16.0,2.0,2.0,Alemania Bundesliga 2,3.0
Jakov Medić,0.14,0.03,1.07,0.76,0.0,3.66,0.03,0.34,0.03,65.17,88.68,3.41,62.58,0.93,65.65,63.23,0.55,29.0,2.0,2.0,Alemania Bundesliga 2,3.0
Marnon Busch,0.07,0.0,1.53,0.87,0.0,2.27,0.0,0.8,0.1,45.0,76.89,7.1,49.1,0.73,51.56,51.85,0.53,30.0,2.0,2.0,Alemania Bundesliga 2,3.0
Eric Smith,0.08,0.04,1.38,1.54,0.0,1.81,0.0,1.31,0.12,52.19,86.22,5.73,61.58,0.96,47.27,52.88,0.77,26.0,2.0,2.0,Alemania Bundesliga 2,3.0
Christoph Zimmermann,0.0,0.0,1.16,0.74,0.03,4.03,0.0,0.32,0.0,43.97,79.6,3.39,48.89,0.68,68.83,68.44,0.48,31.0,2.0,2.0,Alemania Bundesliga 2,3.0
Andre Hoffmann,0.09,0.09,0.87,1.52,0.0,3.17,0.0,0.17,0.0,60.0,89.49,4.22,52.56,0.96,48.19,50.66,1.22,23.0,2.0,2.0,Alemania Bundesliga 2,3.0
Guilherme Ramos,0.04,0.04,2.04,1.26,0.0,5.0,0.04,0.3,0.0,31.83,71.04,1.87,42.07,1.17,67.72,63.56,1.13,23.0,2.0,2.0,Alemania Bundesliga 2,3.0
Filip Benković,0.0,0.0,0.37,1.42,0.05,5.47,0.0,0.05,0.0,25.63,78.23,0.68,47.22,0.89,81.08,79.21,0.42,19.0,2.0,2.0,Alemania Bundesliga 2,3.0
Daniel Elfadli,0.12,0.0,2.38,1.92,0.0,2.58,0.0,1.04,0.0,36.19,87.14,2.73,64.06,1.0,51.94,53.7,1.38,26.0,2.0,2.0,Alemania Bundesliga 2,3.0
Julian Börner,0.04,0.04,1.23,1.69,0.04,4.42,0.08,0.27,0.0,49.31,82.37,3.5,40.74,1.12,64.67,65.45,1.0,26.0,3.0,2.0,Alemania Bundesliga 2,3.0
Marcel Hoffmeier,0.03,0.0,1.5,1.25,0.03,2.31,0.0,0.44,0.16,58.31,86.76,6.59,56.25,1.03,38.24,54.83,0.78,32.0,1.0,2.0,Alemania Bundesliga 2,3.0
Jannis Heuer,0.12,0.04,1.42,0.92,0.0,3.42,0.04,0.65,0.04,62.19,87.82,3.08,47.47,1.0,58.43,56.77,0.77,26.0,1.0,2.0,Alemania Bundesliga 2,3.0
Nathaniel Brown,0.09,0.0,2.36,0.55,0.0,1.09,0.0,0.91,0.09,27.73,77.7,7.73,39.29,0.64,45.45,59.8,0.73,11.0,1.0,2.0,Alemania Bundesliga 2,3.0
Jonas Föhrenbach,0.0,0.0,1.09,0.7,0.0,1.64,0.0,0.52,0.27,40.33,78.51,7.39,51.22,0.91,55.68,56.94,0.36,33.0,2.0,2.0,Alemania Bundesliga 2,3.0
Philip Heise,0.09,0.0,1.0,0.97,0.0,1.75,0.03,0.66,0.31,43.03,74.73,10.88,45.07,1.25,47.22,51.34,0.44,32.0,3.0,2.0,Alemania Bundesliga 2,3.0
Erik Wekesser,0.0,0.0,1.18,0.53,0.0,1.24,0.0,0.24,0.0,31.06,74.05,6.59,45.98,1.0,55.56,59.09,0.35,17.0,2.0,2.0,Alemania Bundesliga 2,3.0
James Lawrence,0.0,0.0,1.19,1.38,0.0,3.29,0.0,0.38,0.0,48.86,83.43,2.0,43.36,0.95,66.33,62.8,0.43,21.0,3.0,2.0,Alemania Bundesliga 2,3.0
Rick Van Drongelen,0.04,0.0,2.0,1.04,0.0,3.83,0.0,0.48,0.0,33.09,77.92,1.74,38.3,1.09,47.06,52.58,1.09,23.0,1.0,2.0,Alemania Bundesliga 2,3.0
Tim Siersleben,0.04,0.04,1.82,1.75,0.0,3.11,0.04,0.75,0.07,47.25,81.78,4.04,49.8,0.79,40.26,49.21,0.93,28.0,1.0,2.0,Alemania Bundesliga 2,3.0
Christoph Klarer,0.07,0.07,1.03,0.93,0.03,3.53,0.0,0.37,0.03,46.67,85.07,2.2,58.62,0.93,57.54,55.24,1.03,30.0,1.0,2.0,Alemania Bundesliga 2,3.0
Christopher Schindler,0.0,0.0,1.0,1.19,0.04,4.15,0.0,0.35,0.0,44.31,83.85,1.23,41.22,1.15,58.82,63.04,0.46,26.0,3.0,2.0,Alemania Bundesliga 2,3.0
Matthias Zimmermann,0.11,0.0,1.63,1.56,0.0,1.7,0.0,1.07,0.11,42.11,78.36,6.89,34.65,0.81,55.74,52.4,1.0,27.0,3.0,2.0,Alemania Bundesliga 2,3.0
Simon Lorenz,0.04,0.0,1.68,1.4,0.0,3.08,0.0,0.6,0.04,48.2,82.82,2.6,40.14,1.12,52.94,56.5,0.84,25.0,2.0,2.0,Alemania Bundesliga 2,3.0
Damian Michalski,0.17,0.13,0.7,0.96,0.0,4.61,0.09,0.35,0.0,38.43,77.04,1.52,42.11,1.0,63.56,57.53,1.3,23.0,2.0,2.0,Alemania Bundesliga 2,3.0
Klaus Gjasula,0.0,0.0,1.76,1.12,0.0,2.18,0.0,0.41,0.06,24.18,74.45,1.88,47.14,0.47,59.57,59.84,0.94,17.0,3.0,2.0,Alemania Bundesliga 2,3.0
Steve Breitkreuz,0.0,0.0,1.18,1.14,0.0,5.18,0.0,0.64,0.0,34.36,82.67,1.18,44.92,1.14,66.02,61.08,0.77,22.0,3.0,2.0,Alemania Bundesliga 2,3.0
Karol Mets,0.0,0.0,0.47,0.76,0.0,2.76,0.0,0.24,0.0,67.24,85.48,5.47,44.95,0.71,62.5,56.52,1.12,17.0,2.0,2.0,Alemania Bundesliga 2,3.0
Jannik Müller,0.07,0.07,1.67,1.04,0.0,2.3,0.0,0.63,0.04,38.89,80.67,4.22,48.09,0.56,54.02,53.33,1.04,27.0,2.0,2.0,Alemania Bundesliga 2,3.0
Maximilian Rohr,0.1,0.03,1.66,0.93,0.0,1.69,0.0,0.66,0.14,42.24,86.12,5.34,50.53,0.97,57.53,57.78,0.86,29.0,2.0,2.0,Alemania Bundesliga 2,3.0
Gian-Luca Itter,0.0,0.0,1.58,0.95,0.05,1.21,0.0,0.42,0.05,47.95,81.89,7.95,48.91,1.16,44.23,60.13,0.42,19.0,1.0,2.0,Alemania Bundesliga 2,3.0
Chima Okoroji,0.0,0.0,1.21,0.74,0.0,1.74,0.0,0.53,0.26,21.89,68.75,4.05,41.56,1.53,50.0,46.73,0.79,19.0,2.0,2.0,Alemania Bundesliga 2,3.0
Andrés Andrade,0.04,0.0,1.88,1.38,0.0,5.31,0.04,0.46,0.04,44.85,78.39,3.0,40.16,1.38,46.74,55.5,0.65,26.0,2.0,2.0,Alemania Bundesliga 2,3.0
Cristiano Piccini,0.24,0.0,1.06,0.71,0.06,2.41,0.06,0.35,0.12,38.29,84.64,4.06,48.08,0.88,54.35,56.36,0.53,17.0,3.0,2.0,Alemania Bundesliga 2,3.0
Boris Tomiak,0.09,0.06,1.39,1.24,0.03,3.42,0.03,0.7,0.03,45.76,84.44,4.45,52.51,1.15,55.03,56.47,1.0,33.0,2.0,2.0,Alemania Bundesliga 2,3.0
Uwe Hünemeier,0.0,0.0,0.68,0.45,0.05,1.95,0.0,0.14,0.14,32.77,87.38,2.77,69.16,0.5,70.0,69.0,0.32,22.0,3.0,2.0,Alemania Bundesliga 2,3.0
Moritz Heyer,0.11,0.07,2.41,0.89,0.0,1.89,0.0,1.48,0.19,46.74,82.96,9.37,38.67,1.0,44.44,50.63,1.15,27.0,2.0,2.0,Alemania Bundesliga 2,3.0
Tim Christopher Oberdorf,0.07,0.04,1.36,1.39,0.0,2.96,0.04,0.71,0.0,39.36,81.03,5.18,44.79,0.89,38.79,46.94,0.61,28.0,2.0,2.0,Alemania Bundesliga 2,3.0
Tobias Müller,0.0,0.0,1.19,0.69,0.0,2.56,0.06,0.38,0.0,61.94,88.7,3.94,55.56,0.56,59.68,56.19,0.81,16.0,2.0,2.0,Alemania Bundesliga 2,3.0
Hendrick Zuck,0.0,0.0,1.22,1.0,0.0,1.04,0.0,0.67,0.19,31.19,70.07,7.63,42.86,0.96,32.43,48.32,0.59,27.0,3.0,2.0,Alemania Bundesliga 2,3.0
Miro Muheim,0.06,0.0,2.12,1.0,0.03,2.06,0.09,1.15,0.15,58.27,78.84,11.91,32.29,1.15,50.59,54.04,1.27,33.0,2.0,2.0,Alemania Bundesliga 2,3.0
Sei Muroya,0.1,0.0,1.35,1.03,0.03,1.48,0.0,0.39,0.1,23.45,67.4,4.39,26.67,1.16,28.95,53.2,0.65,31.0,2.0,2.0,Alemania Bundesliga 2,3.0
Phil Neumann,0.03,0.0,1.34,1.28,0.07,5.0,0.0,0.24,0.03,41.97,81.1,2.66,45.13,1.21,54.62,57.74,1.24,29.0,2.0,2.0,Alemania Bundesliga 2,3.0
Robin Bormuth,0.0,0.0,0.67,1.1,0.0,3.67,0.0,0.29,0.0,36.29,79.66,3.05,46.28,0.81,65.45,60.87,0.81,21.0,2.0,2.0,Alemania Bundesliga 2,3.0
Adam Dźwigała,0.05,0.05,1.74,0.84,0.05,2.16,0.0,0.68,0.11,36.79,81.26,3.32,36.67,0.63,58.0,57.6,0.95,19.0,2.0,2.0,Alemania Bundesliga 2,3.0
Marco Komenda,0.18,0.0,1.0,0.73,0.0,3.27,0.0,0.64,0.0,51.64,83.27,3.64,43.24,1.64,56.82,54.05,0.55,11.0,2.0,2.0,Alemania Bundesliga 2,3.0
Enrico Valentini,0.1,0.0,1.45,0.85,0.0,1.8,0.0,0.65,0.25,24.95,66.33,5.15,29.79,0.8,47.62,55.56,0.7,20.0,3.0,2.0,Alemania Bundesliga 2,3.0
Noah Katterbach,0.0,0.0,1.0,0.45,0.0,0.73,0.0,0.82,0.09,25.36,82.8,5.64,52.0,0.82,36.84,53.93,0.64,11.0,1.0,2.0,Alemania Bundesliga 2,3.0
Damian Roßbach,0.03,0.0,2.03,1.21,0.03,3.62,0.03,0.62,0.03,33.45,73.92,4.1,35.12,0.86,50.0,55.36,1.1,29.0,2.0,2.0,Alemania Bundesliga 2,3.0
Marcel Franke,0.03,0.03,0.93,0.97,0.07,4.1,0.0,0.23,0.03,42.0,83.97,2.13,51.69,1.2,67.7,63.76,0.77,30.0,2.0,2.0,Alemania Bundesliga 2,3.0
Jan Elvedi,0.03,0.03,1.38,0.53,0.06,4.34,0.0,0.38,0.03,36.91,82.13,1.72,49.4,1.44,63.2,58.05,1.06,32.0,2.0,2.0,Alemania Bundesliga 2,3.0
