Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Luis Daniel González,0.35,48.57,1.88,0.0,0.47,0.18,0.29,0.06,0.06,20.76,77.62,6.47,56.25,28.57,50.93,1.65,0.29,17,3,3,Colombia Primera,3
Adrián Arregui,0.21,75.0,2.04,0.0,1.29,1.08,0.71,0.04,0.13,46.63,83.47,7.13,54.62,69.39,50.93,0.46,1.5,24,3,3,Colombia Primera,3
Yerson Candelo,0.05,76.47,0.32,0.0,1.05,0.86,0.36,0.27,0.14,33.05,76.48,6.82,49.6,35.29,47.92,0.18,0.68,22,3,3,Colombia Primera,3
Luis Pérez,0.08,100.0,0.92,0.0,1.23,2.08,0.77,0.15,0.08,37.77,79.02,6.69,55.1,58.54,52.53,0.85,1.15,13,2,3,Colombia Primera,3
David Macalister Silva,0.05,43.33,1.35,0.0,0.7,0.1,0.75,0.1,0.05,58.05,82.34,21.1,69.05,8.33,41.38,1.0,0.5,20,3,3,Colombia Primera,3
Andrés Ricaurte,0.0,0.0,0.75,0.0,0.92,0.58,1.5,0.17,0.17,29.33,79.26,7.33,53.85,45.45,51.47,1.58,0.42,12,3,3,Colombia Primera,3
Didier Moreno,0.0,50.0,0.59,0.0,3.41,1.95,1.27,0.05,0.0,42.09,84.45,4.5,60.61,51.11,54.63,0.95,1.77,22,3,3,Colombia Primera,3
Juan Pereira,0.05,61.11,1.0,0.0,1.05,1.42,0.68,0.05,0.05,37.79,87.05,7.89,68.66,61.9,50.98,0.42,0.68,19,2,3,Colombia Primera,3
Mariano Vázquez,0.0,67.44,1.25,0.0,0.88,0.5,0.75,0.5,0.38,30.94,80.81,8.31,53.7,44.44,53.04,3.06,1.5,16,3,3,Colombia Primera,3
Roberto Hinojosa,0.0,35.56,1.71,0.0,0.82,0.18,0.35,0.12,0.18,26.94,78.6,8.88,53.23,20.0,51.09,3.65,1.47,17,1,3,Colombia Primera,3
Sebastian Gomez,0.04,61.54,0.96,0.0,1.74,1.13,0.57,0.09,0.09,42.74,90.95,8.48,73.75,55.17,53.06,0.61,0.91,23,2,3,Colombia Primera,3
Juan David Pérez,0.17,55.56,1.25,0.0,0.67,0.33,0.25,0.08,0.0,12.25,85.03,4.92,80.0,33.33,52.83,0.75,0.5,12,3,3,Colombia Primera,3
Harold Rivera,0.0,100.0,0.64,0.0,1.55,0.45,0.45,0.0,0.0,13.36,79.59,3.91,41.67,38.46,58.93,0.91,0.64,11,2,3,Colombia Primera,3
Juan Castellanos,0.25,42.86,0.83,0.0,0.33,0.17,0.08,0.17,0.08,19.0,85.09,7.5,70.37,33.33,48.94,1.0,0.5,12,2,3,Colombia Primera,3
Pablo Lima,0.15,70.83,1.31,0.0,0.73,0.5,0.65,0.12,0.08,40.92,83.46,14.73,82.35,33.33,43.08,0.38,0.58,26,3,3,Colombia Primera,3
José Andrade,0.0,62.5,1.15,0.0,1.0,0.54,0.31,0.15,0.08,20.38,81.51,5.23,73.53,50.0,57.14,0.69,0.85,13,2,3,Colombia Primera,3
Brayan Rovira,0.0,100.0,0.38,0.0,2.06,2.13,1.0,0.0,0.0,47.69,87.94,3.56,60.81,77.78,54.46,0.25,1.63,16,2,3,Colombia Primera,3
Leiner Escalante,0.17,66.67,1.17,0.0,0.5,0.25,0.17,0.17,0.08,15.67,79.26,4.25,27.27,33.33,55.79,2.5,0.92,12,3,3,Colombia Primera,3
Jarlan Barrera,0.18,53.85,1.59,0.0,0.32,0.0,0.45,0.09,0.09,26.77,79.8,8.18,72.73,85.71,53.1,1.5,0.55,22,2,3,Colombia Primera,3
Juan David Ríos,0.08,42.86,0.23,0.0,3.08,0.23,0.85,0.0,0.08,40.08,88.68,5.54,66.1,41.67,52.89,1.23,2.15,13,3,3,Colombia Primera,3
David Camacho,0.21,37.93,1.46,0.0,1.29,0.17,0.67,0.25,0.21,26.17,79.3,9.38,50.0,38.46,40.11,0.79,1.33,24,2,3,Colombia Primera,3
Stiven Vega,0.0,50.0,0.2,0.0,1.6,1.33,0.67,0.07,0.07,52.0,91.67,8.47,77.27,61.9,50.0,0.47,1.4,15,2,3,Colombia Primera,3
Matias Mier,0.21,66.67,2.07,0.0,0.79,0.14,0.29,0.0,0.07,18.29,77.34,4.57,48.0,22.22,43.86,0.43,1.0,14,3,3,Colombia Primera,3
Felipe Pardo,0.2,46.34,1.25,0.0,0.15,0.15,0.3,0.3,0.15,17.1,76.32,5.7,69.23,37.5,40.0,1.05,0.5,20,3,3,Colombia Primera,3
Francisco Chaverra,0.29,52.38,1.24,0.0,1.29,0.38,0.62,0.19,0.0,19.19,79.16,4.71,52.94,33.33,42.96,0.81,1.38,21,1,3,Colombia Primera,3
Rodrigo Ureña,0.05,58.33,0.33,0.0,1.38,1.05,0.76,0.1,0.1,40.19,83.89,6.24,57.58,46.67,56.12,0.57,0.29,21,2,3,Colombia Primera,3
Yeison Guzmán,0.13,40.0,1.26,0.0,0.52,0.13,0.3,0.13,0.0,23.13,85.15,7.3,70.83,66.67,48.65,0.43,0.43,23,2,3,Colombia Primera,3
Esneyder Mena,0.0,48.48,0.94,0.0,0.88,0.38,0.38,0.19,0.13,21.25,77.35,6.56,60.87,51.43,52.63,0.75,0.38,16,2,3,Colombia Primera,3
Dannovi Quiñonez,0.05,66.67,1.37,0.0,2.53,1.79,1.05,0.0,0.0,33.89,74.07,5.84,48.09,57.61,52.99,0.95,1.79,19,2,3,Colombia Primera,3
Rafael Bustamante,0.0,66.67,0.39,0.0,2.72,3.0,1.5,0.0,0.0,40.83,84.35,5.33,60.0,62.86,55.32,1.17,1.78,18,1,3,Colombia Primera,3
Yesus Cabrera,0.0,42.86,0.35,0.0,1.4,0.5,0.75,0.1,0.15,36.8,86.01,9.85,68.97,50.0,51.89,1.1,0.95,20,3,3,Colombia Primera,3
Michael Ortega,0.0,82.35,0.79,0.0,0.93,0.36,0.43,0.07,0.07,23.14,84.26,8.36,64.0,33.33,55.0,0.21,0.29,14,3,3,Colombia Primera,3
Edwin Laszo,0.0,53.85,1.0,0.0,0.92,1.69,0.54,0.08,0.08,29.92,79.95,6.31,66.67,61.29,45.98,0.15,1.15,13,1,3,Colombia Primera,3
Kevin Londoño,0.11,35.71,1.0,0.0,0.74,0.26,0.63,0.37,0.21,34.32,73.47,8.47,31.94,48.48,40.65,0.79,1.05,19,2,3,Colombia Primera,3
Camilo Portilla,0.0,72.73,1.27,0.0,1.6,1.47,0.6,0.0,0.0,46.8,83.48,9.2,58.62,63.33,52.46,0.87,1.53,15,2,3,Colombia Primera,3
David Loaiza,0.0,73.33,0.67,0.0,1.73,1.93,1.13,0.0,0.0,34.73,84.64,6.53,68.66,47.83,49.61,1.07,1.53,15,2,3,Colombia Primera,3
Jose Hernandez Chavez,0.0,75.0,1.5,0.0,0.58,0.5,0.08,0.0,0.08,9.67,69.83,2.25,66.67,60.0,67.21,1.33,0.67,12,2,3,Colombia Primera,3
Yeiler Góez,0.06,68.42,0.94,0.0,1.41,0.88,0.53,0.12,0.12,30.47,81.08,7.71,63.51,33.33,54.95,1.06,0.71,17,1,3,Colombia Primera,3
Andrés Ibargüen,0.2,52.94,1.1,0.0,0.9,0.4,0.55,0.15,0.1,30.95,82.88,7.6,61.36,41.18,46.67,1.15,0.6,20,3,3,Colombia Primera,3
Alexis Manyoma,0.16,54.29,1.16,0.0,0.74,0.42,0.68,0.11,0.05,23.95,75.82,6.37,52.27,41.38,50.0,1.89,1.05,19,1,3,Colombia Primera,3
Camilo Ayala,0.06,81.82,0.56,0.0,1.44,0.81,1.06,0.0,0.0,33.44,86.54,3.19,56.79,33.33,53.7,1.31,1.31,16,3,3,Colombia Primera,3
Cristian Barrios,0.26,37.78,1.79,0.0,0.42,0.42,0.58,0.11,0.0,24.0,79.82,8.42,53.33,0.0,49.4,3.0,0.68,19,2,3,Colombia Primera,3
Homer Martinez,0.0,100.0,0.91,0.0,1.18,1.36,0.82,0.0,0.0,33.09,76.1,3.09,41.18,68.42,55.56,0.55,1.0,11,2,3,Colombia Primera,3
Daniel Cataño,0.07,51.61,1.53,0.0,0.6,0.33,0.53,0.27,0.0,40.33,83.47,9.73,57.5,25.0,50.39,2.53,0.93,15,3,3,Colombia Primera,3
Juan Zapata,0.05,83.33,1.5,0.0,1.36,1.0,0.82,0.0,0.0,38.18,80.24,6.68,57.32,50.0,49.68,1.05,1.64,22,1,3,Colombia Primera,3
Carlos Sánchez,0.06,86.67,0.88,0.0,1.24,0.88,0.41,0.0,0.0,46.47,86.46,7.18,72.09,57.14,57.69,0.82,1.12,17,3,3,Colombia Primera,3
James Sánchez,0.21,44.44,1.36,0.0,0.64,0.29,0.71,0.0,0.0,32.57,76.97,8.14,51.92,34.62,44.33,1.29,0.71,14,3,3,Colombia Primera,3
Eduardo Sosa,0.1,65.63,2.1,0.0,0.48,0.29,0.19,0.05,0.0,24.29,83.92,7.76,53.57,62.5,54.48,1.52,0.52,21,2,3,Colombia Primera,3
Felipe Jaramillo,0.07,60.0,1.07,0.0,2.13,1.0,0.8,0.07,0.07,38.87,81.13,5.6,46.88,58.33,55.05,0.73,1.53,15,2,3,Colombia Primera,3
Francisco Rodríguez,0.0,100.0,0.2,0.0,1.5,1.0,0.25,0.05,0.0,30.1,81.73,2.6,47.96,42.86,58.82,0.65,0.85,20,3,3,Colombia Primera,3
Marcelino Carreazo,0.19,45.45,1.06,0.0,1.94,0.5,0.44,0.06,0.06,15.5,83.47,4.94,50.0,30.0,56.14,1.56,1.5,16,1,3,Colombia Primera,3
Santiago Montoya,0.08,50.0,0.46,0.0,0.38,0.23,0.31,0.23,0.08,17.62,77.73,4.69,50.0,20.0,48.78,0.69,0.15,13,3,3,Colombia Primera,3
Luis Miranda,0.21,52.0,1.0,0.0,0.53,0.68,0.53,0.05,0.16,11.89,73.89,3.26,25.0,38.1,45.0,1.21,0.79,19,2,3,Colombia Primera,3
Juan Rodríguez,0.0,58.82,0.95,0.0,0.74,0.42,0.47,0.05,0.0,24.63,84.62,5.74,68.33,72.73,55.26,0.53,0.47,19,3,3,Colombia Primera,3
Fabián Sambueza,0.0,33.33,0.71,0.0,0.9,0.29,0.33,0.29,0.19,19.29,77.78,5.38,62.86,29.17,39.84,0.76,1.33,21,3,3,Colombia Primera,3
Omar Albornoz,0.06,54.84,1.06,0.0,0.78,0.22,0.11,0.11,0.06,14.0,78.17,4.72,12.5,50.0,53.49,0.39,0.28,18,2,3,Colombia Primera,3
Luis Caicedo,0.0,53.33,0.5,0.0,1.72,1.0,0.78,0.0,0.0,44.72,86.96,8.5,64.56,48.15,53.04,2.44,2.22,18,2,3,Colombia Primera,3
Yáser Asprilla,0.06,47.5,1.17,0.0,1.0,0.56,0.39,0.11,0.11,24.61,72.69,7.0,42.86,33.33,43.79,1.28,0.83,18,1,3,Colombia Primera,3
Hugo Palacios,0.0,61.9,0.27,0.0,0.91,0.55,0.45,0.18,0.27,14.64,79.5,5.91,57.14,22.22,48.0,1.0,0.45,11,2,3,Colombia Primera,3
Jeison Lucumí,0.19,57.5,0.88,0.0,0.63,0.19,0.06,0.13,0.13,22.56,79.78,5.5,55.56,33.33,49.57,1.38,0.94,16,2,3,Colombia Primera,3
Jesús Rivas,0.0,71.43,0.79,0.0,1.86,0.93,0.36,0.0,0.0,35.64,82.77,8.43,60.61,28.57,52.13,0.79,1.57,14,2,3,Colombia Primera,3
Giovanni Moreno,0.18,58.62,1.24,0.0,0.82,0.29,0.12,0.0,0.0,21.59,80.65,5.71,54.84,33.33,52.99,1.94,1.18,17,3,3,Colombia Primera,3
Wilder Guisao,0.05,33.33,0.55,0.0,0.95,0.27,0.36,0.18,0.05,14.68,81.11,3.82,60.0,36.11,47.2,0.73,0.64,22,3,3,Colombia Primera,3
Jhon Duque,0.07,14.29,0.2,0.0,2.6,0.8,0.6,0.0,0.0,19.53,84.3,4.27,54.55,50.0,54.37,0.53,1.07,15,3,3,Colombia Primera,3
Andrés Andrade,0.13,55.0,1.08,0.0,0.79,0.38,0.5,0.04,0.13,28.46,83.16,7.38,61.82,34.78,43.11,0.96,0.92,24,3,3,Colombia Primera,3
Larry Angulo,0.07,50.0,1.21,0.0,1.21,1.0,0.86,0.0,0.07,30.36,82.12,7.57,67.44,61.9,52.04,1.21,1.07,14,2,3,Colombia Primera,3
Daniel Mantilla,0.08,47.5,0.85,0.0,0.96,0.62,0.81,0.15,0.12,22.04,83.07,6.15,45.71,37.5,47.4,1.46,0.92,26,2,3,Colombia Primera,3
José Estupiñán,0.12,70.0,0.82,0.0,0.12,0.12,0.0,0.18,0.12,9.35,77.99,3.41,60.0,25.0,38.89,0.24,0.06,17,1,3,Colombia Primera,3
Sebastián Acosta,0.14,60.0,1.0,0.0,0.43,0.07,0.21,0.07,0.07,8.79,80.49,1.93,36.36,10.0,40.63,0.21,0.14,14,2,3,Colombia Primera,3
Victor Arboleda,0.09,52.63,1.09,0.0,0.55,0.45,0.09,0.09,0.0,10.0,66.36,2.36,0.0,54.55,51.92,0.45,0.55,11,2,3,Colombia Primera,3
Victor Mejia,0.0,72.73,0.23,0.0,1.92,1.23,0.69,0.08,0.0,35.38,85.65,4.08,57.89,42.86,56.52,1.23,1.23,13,2,3,Colombia Primera,3
Henry Rojas,0.0,52.63,1.13,0.0,0.53,0.4,0.53,0.0,0.07,33.73,84.39,9.4,60.71,50.0,48.86,1.27,0.67,15,3,3,Colombia Primera,3
Edgar Guerra,0.13,46.67,0.69,0.0,0.88,0.25,0.25,0.0,0.0,12.56,79.1,3.63,38.89,44.44,54.29,0.81,0.69,16,1,3,Colombia Primera,3
Harlin Suárez,0.0,57.14,1.71,0.0,1.07,0.86,0.93,0.07,0.07,41.14,90.45,5.64,75.0,20.0,41.18,0.57,0.64,14,2,3,Colombia Primera,3
Cristian Blanco,0.05,45.83,0.18,0.0,1.73,2.18,0.59,0.09,0.0,28.05,73.26,3.23,35.29,70.73,57.41,0.68,1.09,22,1,3,Colombia Primera,3
Johan Bocanegra,0.0,57.69,1.29,0.0,0.29,0.29,0.29,0.07,0.07,20.71,86.21,6.43,66.67,30.0,54.55,1.43,0.36,14,2,3,Colombia Primera,3
Andrés Gómez,0.12,45.24,1.76,0.0,1.12,0.41,0.24,0.06,0.0,13.88,75.42,4.82,60.0,55.56,48.0,0.29,0.53,17,1,3,Colombia Primera,3
Fabián Ángel,0.09,100.0,0.18,0.0,1.36,0.36,0.82,0.0,0.0,13.36,79.59,2.18,77.78,37.5,51.67,0.82,1.09,11,1,3,Colombia Primera,3
Stalin Motta,0.06,50.0,0.35,0.0,0.76,0.29,0.24,0.0,0.0,17.35,82.03,4.18,62.5,38.46,46.03,0.53,1.0,17,3,3,Colombia Primera,3
Yuber Quiñones,0.0,27.27,1.0,0.0,0.42,0.33,0.25,0.08,0.08,7.08,84.71,2.08,33.33,0.0,34.48,0.17,0.5,12,1,3,Colombia Primera,3
Alexander Mejía,0.0,100.0,0.13,0.0,1.3,0.48,0.48,0.0,0.0,28.96,85.59,3.74,67.72,70.59,57.52,0.83,0.96,23,3,3,Colombia Primera,3
Juan Pedroza,0.06,58.33,1.29,0.0,1.53,1.24,1.24,0.06,0.24,37.18,86.87,7.88,57.14,57.69,47.18,1.12,1.71,17,1,3,Colombia Primera,3
Richard Celis,0.08,21.05,1.33,0.0,0.92,0.33,0.5,0.08,0.08,16.17,79.9,5.58,66.67,25.0,35.9,0.92,1.08,12,2,3,Colombia Primera,3
Jose Ramirez Agudelo,0.0,50.0,1.33,0.0,1.53,0.73,0.33,0.2,0.0,26.33,74.94,6.4,36.36,50.0,47.86,1.0,1.4,15,3,3,Colombia Primera,3
Ederson Moreno,0.05,80.0,1.15,0.0,0.9,0.3,0.45,0.05,0.0,20.7,83.33,5.55,56.6,15.79,33.65,0.5,1.7,20,2,3,Colombia Primera,3
Estefáno Arango,0.14,56.41,0.64,0.0,0.36,0.21,0.43,0.14,0.07,21.36,80.94,5.21,50.0,12.5,47.75,1.79,0.64,14,2,3,Colombia Primera,3
Robert Mejía,0.0,33.33,0.74,0.0,0.79,0.37,0.74,0.0,0.0,29.95,84.71,6.58,65.06,64.71,48.89,0.84,0.84,19,1,3,Colombia Primera,3
Facundo Ospitaleche,0.06,60.0,0.76,0.0,1.18,1.0,0.88,0.0,0.0,29.18,84.07,5.24,50.0,20.0,46.4,1.29,1.06,17,2,3,Colombia Primera,3
Freddy Flórez,0.0,66.67,0.33,0.0,1.33,0.39,0.33,0.0,0.0,31.67,80.88,3.61,54.0,52.0,58.41,1.5,1.06,18,2,3,Colombia Primera,3
Juan Mahecha,0.0,63.64,0.33,0.0,0.72,0.72,0.61,0.0,0.06,28.33,86.86,5.22,66.0,38.46,43.96,0.56,0.94,18,3,3,Colombia Primera,3
Eber Moreno,0.0,54.55,0.0,0.0,2.18,1.18,0.35,0.06,0.0,28.35,80.5,3.65,46.38,39.29,55.74,0.82,1.0,17,1,3,Colombia Primera,3
Diomar Díaz,0.07,71.43,0.64,0.0,0.64,0.36,0.21,0.0,0.0,12.07,84.62,2.07,56.25,57.14,52.17,0.43,0.5,14,3,3,Colombia Primera,3
Nelson Quiñones,0.0,45.16,1.13,0.0,0.4,0.2,0.13,0.2,0.0,8.6,75.97,2.93,50.0,61.54,55.67,1.73,0.47,15,1,3,Colombia Primera,3
César Carrillo,0.0,66.67,0.76,0.0,1.18,1.18,0.59,0.06,0.0,40.59,84.78,6.0,54.95,52.17,52.69,0.88,1.06,17,3,3,Colombia Primera,3
John Jairo Velásquez,0.0,38.46,1.73,0.0,0.64,0.36,0.45,0.0,0.0,16.27,78.21,5.0,36.36,20.0,38.0,0.55,0.73,11,2,3,Colombia Primera,3
Daniel Giraldo,0.1,57.14,0.4,0.0,1.1,0.65,0.75,0.0,0.0,29.6,82.77,5.9,62.26,40.0,42.24,0.85,1.55,20,3,3,Colombia Primera,3
Maicol Medina,0.0,37.5,0.83,0.0,1.39,1.33,0.83,0.0,0.0,29.83,81.01,3.17,46.74,54.29,49.17,0.67,0.89,18,2,3,Colombia Primera,3
Sebastián Leyton,0.14,50.0,1.29,0.0,0.5,0.57,0.71,0.07,0.0,21.29,78.19,5.21,54.17,47.37,42.86,0.93,0.93,14,2,3,Colombia Primera,3
Iván Rojas,0.04,100.0,0.38,0.0,1.71,1.88,0.88,0.0,0.0,35.29,86.19,3.83,45.74,42.86,42.68,0.46,2.08,24,2,3,Colombia Primera,3
Yaliston Martínez,0.0,64.71,0.0,0.0,1.17,1.0,0.17,0.08,0.08,17.5,68.57,2.08,28.0,46.15,58.21,0.67,0.25,12,1,3,Colombia Primera,3
Bruno Téliz,0.06,57.89,0.61,0.0,1.72,0.89,0.67,0.06,0.11,26.22,79.66,4.22,50.0,44.44,55.64,1.33,0.72,18,3,3,Colombia Primera,3
Jose Leudo,0.0,50.0,0.63,0.0,1.13,0.88,0.69,0.06,0.06,38.81,84.22,4.13,42.65,57.14,44.9,0.88,1.5,16,2,3,Colombia Primera,3
Luis Alejandro Paz,0.0,25.0,0.25,0.0,1.83,0.58,1.0,0.0,0.0,28.75,81.16,3.33,53.66,58.82,50.0,0.5,1.25,12,3,3,Colombia Primera,3
Royscer Colpa,0.07,33.33,0.73,0.0,1.4,0.4,0.2,0.07,0.0,24.6,84.82,2.93,47.37,48.15,47.5,0.2,1.07,15,2,3,Colombia Primera,3
Jhon Vásquez,0.08,25.0,1.69,0.0,1.0,0.46,0.38,0.0,0.0,20.54,75.28,7.62,43.48,47.06,48.33,1.85,0.69,13,2,3,Colombia Primera,3
Jair Castillo,0.0,35.71,0.29,0.0,2.0,1.65,0.88,0.0,0.0,26.71,71.15,4.41,32.95,57.14,47.93,0.41,1.41,17,2,3,Colombia Primera,3
Carlos Robles,0.0,40.0,0.5,0.0,1.25,1.33,0.17,0.0,0.0,33.58,89.08,5.75,51.35,42.86,50.0,0.25,0.83,12,3,3,Colombia Primera,3
Ronaldo Tavera,0.0,0.0,0.25,0.0,1.17,0.75,0.67,0.0,0.0,22.67,87.5,3.08,47.83,33.33,41.18,0.25,0.75,12,2,3,Colombia Primera,3
Jáder Maza,0.0,60.0,1.25,0.0,0.25,0.42,0.25,0.17,0.0,12.58,70.86,3.17,11.11,36.36,40.74,0.5,0.5,12,2,3,Colombia Primera,3
Edwuin Cetré,0.05,29.03,1.19,0.0,0.43,0.43,0.19,0.19,0.1,15.81,71.99,5.05,56.25,44.0,49.64,1.86,0.71,21,2,3,Colombia Primera,3
Ruben Manjarres,0.18,20.0,0.73,0.0,1.0,0.45,0.91,0.0,0.0,16.82,81.62,3.18,68.18,57.14,40.0,0.91,1.45,11,1,3,Colombia Primera,3
Raziel García,0.0,46.15,0.45,0.0,0.64,0.27,0.73,0.0,0.0,27.55,77.23,5.73,45.45,50.0,35.42,0.27,0.27,11,2,3,Colombia Primera,3
Juan Mancilla,0.0,87.5,0.67,0.0,1.17,1.33,1.25,0.0,0.0,27.58,82.78,3.67,56.52,50.0,50.0,1.08,1.33,12,2,3,Colombia Primera,3
Andrés Balanta,0.0,50.0,0.47,0.0,1.06,0.94,0.65,0.06,0.0,22.71,81.61,3.47,53.66,68.97,53.47,0.88,1.29,17,1,3,Colombia Primera,3
Kevin Pérez,0.04,51.43,1.39,0.0,1.04,0.52,0.57,0.04,0.13,19.39,76.91,5.39,23.53,30.77,46.34,1.0,0.43,23,2,3,Colombia Primera,3
Santiago Orozco,0.0,54.55,0.65,0.0,0.76,0.65,0.59,0.0,0.0,29.88,80.51,4.76,54.95,33.33,50.51,1.59,1.0,17,2,3,Colombia Primera,3
Álvaro Meléndez,0.09,50.0,0.36,0.0,0.45,0.0,0.27,0.0,0.0,10.09,72.07,2.18,33.33,9.09,40.91,0.64,0.73,11,2,3,Colombia Primera,3
Yilmar Celedon,0.0,85.71,0.19,0.0,1.81,1.31,0.56,0.0,0.06,28.06,73.27,1.5,42.19,52.63,54.95,0.31,1.25,16,2,3,Colombia Primera,3
Alejandro Piedrahita,0.08,63.64,0.42,0.0,0.25,0.08,0.25,0.08,0.0,13.0,81.41,3.42,85.71,14.29,48.65,0.58,0.25,12,1,3,Colombia Primera,3
Javier Méndez,0.0,0.0,0.47,0.0,0.73,0.8,0.27,0.0,0.0,12.27,86.41,1.6,58.33,25.0,43.59,0.33,0.6,15,2,3,Colombia Primera,3
Jader Quinones,0.0,54.84,0.41,0.0,0.94,0.41,0.41,0.0,0.0,26.88,80.53,6.88,42.11,70.59,51.35,0.71,1.18,17,1,3,Colombia Primera,3
Daniel Moreno,0.0,61.54,1.0,0.0,0.44,0.33,0.44,0.06,0.06,11.06,72.86,2.44,23.53,61.9,51.14,0.89,0.78,18,2,3,Colombia Primera,3
Duvan Rodríguez,0.08,70.0,0.38,0.0,0.08,0.0,0.15,0.08,0.0,6.62,77.91,2.15,50.0,0.0,62.5,0.54,0.0,13,2,3,Colombia Primera,3
Juan Salazar,0.0,65.22,1.18,0.0,0.27,0.27,0.09,0.0,0.0,16.45,73.48,5.09,54.55,25.0,52.73,0.91,0.64,11,2,3,Colombia Primera,3
Didier Jair Pino Cordoba,0.0,60.0,0.22,0.0,1.67,1.11,0.44,0.0,0.0,26.33,83.76,2.61,56.06,46.67,55.56,0.83,1.17,18,2,3,Colombia Primera,3
Johan Rojas,0.0,100.0,1.09,0.0,0.45,0.0,0.64,0.0,0.0,11.09,81.97,4.36,50.0,40.0,44.0,0.18,0.18,11,1,3,Colombia Primera,3
Daniel Padilla,0.0,83.33,0.53,0.0,0.71,0.35,0.53,0.0,0.06,14.41,84.49,2.0,44.44,50.0,52.63,0.53,0.65,17,2,3,Colombia Primera,3
Juan Ávalo,0.0,55.0,0.69,0.0,0.13,0.06,0.06,0.0,0.0,11.75,80.32,3.63,30.0,0.0,48.78,0.44,0.19,16,1,3,Colombia Primera,3
Nelson Palacio,0.0,46.15,0.29,0.0,1.06,0.24,0.24,0.0,0.0,20.41,86.74,3.76,61.54,64.29,57.89,0.65,0.88,17,1,3,Colombia Primera,3
Fabián Cantillo,0.07,60.0,0.71,0.0,1.07,0.86,0.29,0.0,0.0,20.79,79.73,3.93,36.67,45.45,45.33,0.57,1.43,14,2,3,Colombia Primera,3
Maicol Balanta,0.0,47.62,0.4,0.0,0.27,0.2,0.13,0.0,0.0,18.8,74.82,4.27,52.94,40.0,40.63,0.6,0.47,15,3,3,Colombia Primera,3
Nelino Tapia,0.0,62.5,0.21,0.0,1.29,0.93,1.07,0.0,0.07,30.43,77.0,6.5,53.23,42.86,47.5,0.5,0.93,14,3,3,Colombia Primera,3
Cristian Trujillo,0.0,14.29,0.28,0.0,1.11,1.0,1.44,0.0,0.0,29.83,88.64,3.83,48.94,25.0,31.31,0.33,1.11,18,2,3,Colombia Primera,3
Juan Manuel Valencia,0.07,37.5,1.5,0.0,0.5,0.21,0.5,0.0,0.0,17.43,79.51,4.07,35.0,61.54,39.39,0.36,0.57,14,2,3,Colombia Primera,3
Julián Guevara Muñoz,0.0,30.0,0.46,0.0,0.54,0.92,0.92,0.08,0.0,23.23,81.79,3.62,56.25,56.25,32.79,0.08,1.0,13,3,3,Colombia Primera,3
Kevin Palacios,0.0,66.67,0.85,0.0,0.46,0.08,0.38,0.08,0.08,9.69,74.6,2.38,50.0,53.85,44.05,0.62,1.08,13,1,3,Colombia Primera,3
Fabián Mosquera,0.0,0.0,0.25,0.0,0.5,0.83,0.25,0.08,0.08,27.58,81.87,1.83,42.11,66.67,47.46,0.33,1.17,12,2,3,Colombia Primera,3
Andrés Arroyo,0.07,50.0,1.21,0.0,0.57,0.0,0.5,0.0,0.0,14.79,76.33,2.79,23.08,14.29,34.29,0.64,0.86,14,1,3,Colombia Primera,3
Kevin Lugo,0.08,39.13,0.92,0.0,0.17,0.42,0.08,0.0,0.0,16.5,70.2,2.5,33.33,20.0,44.07,1.17,0.58,12,2,3,Colombia Primera,3
Luis Miguel Angulo,0.07,40.0,0.57,0.0,0.29,0.29,0.57,0.14,0.0,10.21,80.42,2.86,16.67,14.29,37.29,0.64,0.5,14,1,3,Colombia Primera,3
Facundo Boné,0.0,50.0,0.83,0.0,0.42,0.42,0.83,0.0,0.0,9.83,74.58,2.83,33.33,22.22,41.46,1.42,0.5,12,2,3,Colombia Primera,3
Henry Mosquera,0.0,40.0,0.6,0.0,0.9,0.25,0.35,0.0,0.0,13.15,76.43,3.25,47.06,47.37,42.55,0.85,0.9,20,1,3,Colombia Primera,3
Yulián Anchico,0.0,50.0,0.09,0.0,0.82,0.91,0.45,0.0,0.0,22.55,83.06,3.36,54.29,100.0,47.37,0.09,0.82,11,3,3,Colombia Primera,3
Juan Zuluaga,0.0,50.0,0.33,0.0,0.75,0.75,0.75,0.0,0.0,20.08,80.91,2.58,50.0,63.64,38.18,0.25,1.08,12,2,3,Colombia Primera,3
Mislav Oršić,0.53,23.53,3.33,0.0,0.8,0.2,0.4,0.13,0.33,26.0,75.64,8.8,59.09,33.33,39.29,0.33,0.13,15,2,3,Croacia HNL,3
Petar Bočkaj,0.14,58.62,0.73,0.0,1.73,0.73,0.36,0.36,0.27,40.09,82.77,7.82,61.26,43.75,61.94,0.95,0.5,22,2,3,Croacia HNL,3
Josip Mišić,0.03,64.71,1.06,0.0,2.0,1.71,0.68,0.18,0.03,67.76,88.24,13.15,73.16,64.41,55.51,0.56,1.44,34,2,3,Croacia HNL,3
Luka Ivanušec,0.36,63.25,1.88,0.0,0.88,0.52,0.45,0.18,0.12,45.33,85.96,15.36,68.42,44.44,51.33,0.61,0.45,33,2,3,Croacia HNL,3
