#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
320,,David Simón,0,0.23,0,0,1.19,0.23
321,,Kazenga LuaLua,0,0,0,0,0.56,0.11
322,,Zinédine Machach,0,0,0,0,0.7,0.17
323,,Michal Škvarka,0,0,0,0,0.4,0.07
324,,Alexandros Kartalis,0,0,0,0,0.25,0
325,,Theodosis Macheras,0,0,0,0,0,0
326,,Odysseas Lymperakis,0,0,0,0,0,0
327,,Mattheos Mountes,0,0,0,0,0,0
328,,Zini,0,0,0,0,0,0
329,,Ivan Demydenko,0,0,0,0,0,0
330,,Giannis Apostolakis,0,0,0,0,0,0
331,,Josh Bowler,0,0,0,0,0.75,0
332,,Marcelo,0,0,0,0,0,0
333,,Anastasios Karamanos,0,0,0,0,0.44,0.22
334,,Bakary Sako,0,0,0,0,0.3,0.1
335,,Daan Rienstra,0,0.1,0,0,0.71,0.24
336,,Enzo Gaggi,0,0.07,0,0,1.87,0.33
337,,Tymoteusz Puchacz,0,0.08,0,0,0.08,0
338,,Jonathan Morsay,0,0,0,0,0.83,0.04
339,,Cican Stanković,1,0.5,0.5,0,0.5,0.17
340,,Gervinho,0,0,0,0,0.18,0.09
341,,Enis Çokaj,0,0,0,0,0.15,0
342,,Giorgos Xenidis,0,0,0,0,0.43,0.29
343,,Lazaros Christodoulopoulos,0,0,0,0,0.62,0.08
344,,Juha Pirinen,0,0.13,0,0,1.42,0.17
345,,Antonio Luna,0,0.24,0,0,1.24,0.3
346,,Stefanos Tzimas,0,0,0,0,0,0
347,,Tomasz Kędziora,0,0.25,0,0,0.88,0.5
348,,Cristian Battocchio,0,0,0,0,0,0
349,,Giorgos Prountzos,0,0,0,0,0.2,0.2
350,,Filipe Soares,0,0,0,0,0.25,0.15
351,,Nicolás Quagliata,0,0,0,0,0,0
352,,Bruce Kamau,0,0,0,0,0,0.33
353,,Reagy Ofosu,0,0,0,0,1,0.33
354,,Rachid Bouhenna,0,0,0,0,0.4,0
355,,Javier Matilla,0,0,0,0,0.69,0.08
356,,Omar El Kaddouri,0,0,0,0,0.43,0.04
357,,Anthony Belmonte,0,0.07,0,0,0.73,0.13
358,,Ui-Jo Hwang,0,0,0,0,0.4,0.2
359,,Pape Cheikh,0,0,0,0,0.6,0
360,,Konstantinos Giannoulis,0,0,0,0,1,0
361,,Diego Biseswar,0,0,0,0,0.32,0.12
362,,Angelos Tsingaras,0,0,0,0,0,0.33
363,,Kyriakos Aslanidis,0,0,0,0,2.4,0
364,,Giannis Theodosoulakis,0,0,0,0,0.33,0
365,,Ilias Chatzitheodoridis,0,0,0,0,1.06,0.33
366,,Anthony Knockaert,0,0,0,0,0.89,0.22
367,,Sotiris Tsiloulis,0,0.08,0,0,0.96,0.23
368,,Stefan Stojanović,1.63,0.38,0.25,0,1.38,0.25
369,,Vasilios Athanasiou,2.78,0.11,0.22,0,1.33,0.56
370,,Stavros Vasilantonopoulos,0,0.08,0,0,0.83,0.08
371,,Stefan Aškovski,0,0,0,0,0.69,0
372,,Efstathios Tachatos,0,0.07,0,0,1.14,0.14
373,,Thomas Murg,0,0,0,0,0,0
374,,Ivan Goranov,0,0.24,0,0,1.12,0.18
375,,Victor Fernandez,0,0,0,0,0.57,0
376,,Nikos Ioannidis,0,0,0,0,0.62,0.15
377,,Giorgos Manousos,0,0,0,0,0.7,0.11
378,,Dimitrios Manos,0,0,0,0,0.4,0
379,,Giannis Ikonomidis,0,0,0,0,0.44,0.06
380,,Nikolaos Marinakis,0,0.08,0,0,0.54,0.08
381,,Michael Gardawski,0,0,0,0,0.76,0.05
382,,Alexis Trouillet,0,0,0,0,0,0
383,,Rayan Edrees Fallatah,0,0,0,0,0,0
384,,Ilias Panagiotis Christopoulos,0,0,0,0,0,0
385,,José Luis Valiente,0,0,0,0,0,0
386,,Panagiotis Anastasopoulos,0,0,0,0,1,0
387,,Savvas Gentsoglou,0,0,0,0,1.5,0.5
388,,Ilias Tselios,0,0,0,0,0.5,0
389,,Eneko Capilla,0,0,0,0,0.5,0
390,,Konstantinos Provydakis,0,0,0,0,1,0
391,,Felipe Pires,0,0,0,0,1.12,0.18
392,,Ergys Kaçe,0,0,0,0,1.17,0.08
393,,Oluwatobiloba Alagbe,0,0.1,0,0,0.7,0.1
394,,Antonis Dentakis,0,0.1,0,0,0.9,0.4
395,,Konstantinos Kotsopoulos,0,0,0,0,0.67,0
396,,Jean-Baptiste Leo,0,0,0,0,0.25,0.25
397,,Abdul Rahman Weiss,0,0.18,0,0,0.64,0.18
398,,Federico Milo,0,0,0,0,0.71,0
399,,Mesaque Dju,0,0,0,0,0.7,0
400,,Konrad de la Fuente,0,0,0,0,0,0.33
401,,Kyriakos Kivrakidis,0,0,0,0,1.33,0
402,,Paris Babis,0,0,0,0,0.8,0.2
403,,Theodoros Tsirigotis,0,0,0,0,0.25,0
404,,Matic Kotnik,4,0,0.6,0,2.4,0.4
405,,Christos Voutsas,0,0,0,0,0,0
406,,Andrei Radu,0,0,0,0,2.5,0.5
407,,Thanasis Triantafyllou,0,0,0,0,0.5,0
408,,Juan Domínguez,0,0,0,0,0.67,0.22
409,,Harouna Sy,0,0.13,0,0,1.2,0.13
410,,Jerson Cabral,0,0,0,0,0.29,0
411,,Gustavo Marmentini,0,0,0,0,0.17,0
412,,Sonny Stevens,2.5,0.17,0.17,0,1.33,0.33
413,,Ivan Varone,0,0,0,0,0,0
414,,Theodoros Vasilakakis,0,0,0,0,0,0
415,,Alexander Fransson,0,0,0,0,0,0
416,,Xavier,0,0,0,0,2,0
417,,Iason Kyrkos,0,0,0,0,0,0.5
418,,Konstantinos Tsirigotis,0,0,0,0,1.67,0.67
419,,Simo Roumpoulakou,0,0.2,0,0,1.6,0.4
420,,Antonis Oikonomopoulos,0,0,0,0,0.8,0
421,,Marios Vichos,0,0.11,0,0,1.5,0.17
422,,Athanasios Garavelis,2.7,0.1,0,0,1.5,0.4
423,,Filip Sachpekidis,0,0,0,0,0.7,0.3
424,,Jérôme Prior,1,0,0,0,1,0.33
425,,Kévin Soni,0,0,0,0,0,0
426,,Rafail Sgouros,0,0,0,0,0.2,0
427,,Louis Poznański,0,0,0,0,2,0.67
428,,Giorgos Saramantas,0,0,0,0,1.11,0
429,,Ismahila Ouédraogo,0,0,0,0,2,0
430,,Afeez Nosiru,0,0,0,0,0.5,0
431,,Vasilios Poghosyan,0,0,0,0,0.5,0
432,,Panagiotis Avgerinos,3.33,0,0.33,0,3,0
433,,Antonis Stergiakis,1.6,0.2,0.2,0.2,1.2,0.4
434,,Vangelis Nikolaou,0,0,0,0,2,0
435,,Vangelis Kontogiannis,2.5,0.5,0.5,0,2.5,0.5
436,,Samuel Yohou,0,0.14,0,0,0.71,0.14
437,,Angelos Tsavos,0,0,0,0,1,0
438,,Raman Chibsah,0,0,0,0,0.89,0.11
439,,Sotiris Alexandropoulos,0,0,0,0,0,0
440,,Leandro Frroku,0,0,0,0,0,0
441,,Efthymios Christopoulos,0,0,0,0,0,0
442,,Sotirios Kokkinis,0,0,0,0,0,0
443,,Nikolaos Lolis,0,0,0,0,0,0
444,,Christos Chatziioannou,0,0,0,0,0,0
445,,Oliver Benítez,0,0,0,0,0,0
446,,Angelos Tsiris,0,0,0,0,0.5,0
