#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
361,,Diego Biseswar,0.16,0.12,0,0.04,0,0.12
362,,Angelos Tsingaras,0,0,0,0.33,0,0
363,,Kyriakos Aslanidis,2.2,0.6,0,4.2,0,0
364,,Giannis Theodosoulakis,0,0.17,0,0.17,0,0.17
365,,Ilias Chatzitheodoridis,0.83,1.33,0,1.33,0,0.11
366,,Anthony Knockaert,0.89,0.22,0,0.11,0,0.11
367,,Sotiris Tsiloulis,1.04,0.42,0,0.27,0,0.27
368,,Stefan Stojanović,0,0.13,0,0.88,0,0
369,,Vasilios Athanasiou,0,0,0,0.89,0.11,0
370,,Stavros Vasilantonopoulos,0.67,0.75,0,0.5,0,0.17
371,,Stefan Aškovski,0.44,0.06,0,0,0,0.06
372,,Efstathios Tachatos,0.71,0.36,0,0.86,0,0.29
373,,Thomas Murg,0,0,0,0,0,0
374,,Ivan Goranov,1.18,1.24,0,1.94,0.06,0.53
375,,Victor Fernandez,0.71,0.14,0,0.57,0,0
376,,Nikos Ioannidis,0.23,0.08,0,0.23,0,0
377,,Giorgos Manousos,0.15,0,0,0.26,0,0.15
378,,Dimitrios Manos,0.2,0.1,0,0,0,0.1
379,,Giannis Ikonomidis,0.89,0.22,0,0.17,0,0.33
380,,Nikolaos Marinakis,0.46,0.15,0,0.38,0,0.15
381,,Michael Gardawski,1.67,0.67,0.05,0.52,0,0.29
382,,Alexis Trouillet,0,0,0,0,0,0
383,,Rayan Edrees Fallatah,0,0,0,0,0,0
384,,Ilias Panagiotis Christopoulos,0,0,0,0,0,0
385,,José Luis Valiente,0,0,0,1,0,0
386,,Panagiotis Anastasopoulos,0,0,0,0,0,0
387,,Savvas Gentsoglou,0,1.5,0,2,0,0.5
388,,Ilias Tselios,0,0,0,0,0,0
389,,Eneko Capilla,0,0,0,0,0,0
390,,Konstantinos Provydakis,1,0.5,0,0,0,0
391,,Felipe Pires,0.12,0.24,0,0,0,0.24
392,,Ergys Kaçe,0.75,0.58,0,0.25,0,0.75
393,,Oluwatobiloba Alagbe,1,0.5,0,1.1,0,0.5
