#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
346,,John Buckley,2.48,0.86,0.05,0.9,0,1.19
347,,Jordan Rhodes,0.15,0.18,0,0.71,0,0.15
348,,Pelly Ruddock Mpanzu,1.1,0.67,0,0.8,0,0.43
349,,Romaine Sawyers,0.86,0.49,0,0.57,0.03,0.32
350,,Jack Rudoni,1.46,0.72,0,0.83,0,0.89
351,,Daniel Johnson,1.26,0.59,0,0.32,0,0.85
352,,Tom Cleverley,1.75,0.25,0,1.25,0,0.75
353,,Admiral Muskwe,2,1,0,0.5,0,1
354,,Ryan Andrews,1.33,2.17,0.17,2,0,0.5
355,,Samuel Kalu,0.56,0.22,0,0,0,0.11
356,,Curtis Nelson,0.85,1.26,0.07,5.11,0.04,0.19
357,,Ozan Tufan,1,0.38,0,0.21,0,0.33
358,,Tommy Conway,0.53,0.09,0,0.21,0,0.15
359,,Sammie Szmodics,1.09,0.5,0,0.24,0,0.85
360,,Tim Iroegbunam,2.03,0.78,0.06,0.41,0,0.91
361,,Andy King,0.96,0.54,0,1.5,0,0.62
362,,Marcus Forss,0.63,0.08,0,0.26,0,0.34
363,,Jason Kerr,1.63,1.06,0.06,2.75,0,0.31
364,,Vakoun Issouf Bayo,0.04,0.04,0,0.5,0,0.04
365,,Liam Walsh,0.86,0.57,0,0.29,0,0.43
366,,Aaron Drewe,1.14,1.14,0,2.29,0,0.71
367,,Tyrhys Dolan,1.1,0.2,0,0.3,0,0.58
368,,Callum Robinson,0.19,0.23,0,0.5,0,0.08
369,,Cameron Humphreys,1.29,0.82,0.03,4.03,0,0.29
370,,Connor Wickham,0.17,0.08,0,0.25,0,0.33
371,,Enda Stevens,2.33,0.67,0,1.08,0.08,0.83
372,,Mamadou Loum,2,0.93,0.03,1.62,0,0.86
373,,Jaden Philogene-Bidace,1.73,0.49,0,0.3,0,0.7
374,,Luke Berry,0.57,0.38,0,0.67,0,0.24
375,,Jordan Lawrence-Gabriel,1.6,1.3,0,2.05,0,0.5
376,,Patrick Bauer,1.33,1,0,2.83,0,1
377,,Rodrigo Muniz,0.53,0.18,0,0.65,0,0.24
378,,Morgan Rogers,1.65,0.3,0,0.6,0,0.75
379,,Etienne Camara,1.85,0.7,0,0.65,0,0.65
380,,Andrew Fisher,0,0,0.04,0.77,0.08,0
381,,Daniel Ward,0.42,0.06,0,0.94,0,0.28
382,,Charlie Wyke,0.17,0.06,0,0.39,0,0.11
383,,Callum Styles,1.32,0.5,0,0.41,0,0.59
384,,Femi Azeez,0.6,0.15,0,0.15,0,0.5
385,,Oliver Burke,0.47,0.24,0,0.12,0,0.41
386,,Michael Rose,0.96,1.42,0,2.96,0,0.33
387,,Elliot Embleton,0.78,0.22,0,0.52,0,0.35
388,,Tomáš Kalas,0.38,0.63,0,1.75,0,0.13
389,,Josh Bowler,0.6,0.28,0,0.12,0,0.44
390,,John Fleck,0.85,0.27,0,0.5,0,0.73
391,,Dujon Sterling,1.69,1.31,0,1.38,0,0.77
392,,Lynden Gooch,1.53,0.63,0,1.43,0,0.73
393,,Rhys Norrington-Davies,1.4,0.53,0,1.73,0.07,0.6
394,,Lewie Coyle,1.24,0.49,0.02,1.76,0,0.56
395,,Danny McNamara,1.64,1.29,0,1.64,0,0.5
396,,Shane Ferguson,0.65,0.35,0,0.55,0,0.19
397,,Matthew Lowton,1,1.5,0,2.63,0.13,0.88
398,,Keinan Davis,0.53,0.09,0,0.62,0,0.26
399,,Jonathan Hogg,1.9,0.97,0,1.33,0,1.1
400,,Steven Benda,0,0,0,0.71,0,0.05
401,,Daniel Bentley,0.08,0,0,0.92,0,0.08
402,,Scott Hogan,0.49,0.16,0,0.22,0,0.32
403,,George Friend,1.17,1.17,0,1.33,0.17,0.67
404,,Hakeem Odofin,1.35,1.13,0,1.65,0,0.57
405,,Georgie Kelly,0.38,0.14,0,0.31,0,0.28
406,,Isaiah Jones,1.41,0.62,0,0.56,0,0.71
407,,Emil Riis Jacobsen,0.46,0.25,0,0.04,0,0.46
408,,Nathaniel Chalobah,0.46,0.85,0,1,0,0.23
409,,Seny Dieng,0.04,0,0,1,0.07,0
410,,Kion Etete,0.71,0.21,0,0.46,0,0.32
411,,Ryan Allsop,0.02,0.02,0.02,0.67,0,0.09
412,,Tom Naylor,0.92,1.14,0.03,1.31,0.03,0.78
413,,Matt Phillips,0.56,0.56,0,0.36,0,0.36
414,,Ovie Ejaria,1.63,1.63,0.13,0.25,0,0.5
415,,Nesta Guinness-Walker,1.04,0.71,0,1.14,0,0.57
416,,Tyler Smith,0.36,0.29,0,0.07,0,0.14
