#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
335,,Maxime Crépeau,2.19,0.28,0.06,0,0.94,0.17
336,,Tanner Beason,0,0.07,0,0,1.57,0.32
337,,Brian White,0,0,0,0,0.96,0.08
338,,Chris Mueller,0,0.08,0,0,1.21,0.17
339,,Sergio Santos,0,0.05,0,0,0.24,0.05
340,,Nathan Fogaça,0,0,0,0,0.82,0.18
341,,Joaquín Torres,0,0.04,0,0,0.71,0.04
342,,Luis Díaz,0,0,0,0,0.42,0.15
343,,Michael Barrios,0,0,0,0,0.74,0.06
344,,Thomas Hasal,2.88,0.24,0.18,0.12,1.29,0.29
345,,William Yarbrough,3,0.26,0.29,0.03,1.38,0.21
346,,Christian Ortíz,0,0,0,0,0.33,0.13
347,,Geoff Cameron,0,0.11,0,0,1.19,0.37
348,,Moussa Djitté,0,0,0,0,0.45,0
349,,Aidan Morris,0,0.19,0,0,0.63,0.11
350,,Jonathan Bond,2.72,0.22,0.19,0.03,1.33,0.17
351,,Brandt Bronico,0,0.18,0,0,1.24,0.24
352,,Jack Maher,0,0.18,0,0,0.75,0.14
353,,Michael Estrada,0,0,0,0,1.13,0.31
354,,Christian Fuchs,0,0.12,0,0,1.12,0.27
355,,Danny Leyva,0,0.11,0,0,0.79,0.21
356,,Teal Bunbury,0,0,0,0,0.67,0.11
357,,Emmanuel Boateng,0,0,0,0,0.67,0.11
358,,Larrys Mabiala,0,0.14,0,0,0.95,0.24
359,,Kyle Smith,0,0.1,0,0,0.62,0.14
360,,James Marcinkowski,3.39,0.12,0.18,0,1.64,0.36
361,,Tristan Blackmon,0,0.18,0,0,1.18,0.21
362,,Matheus Rossetto,0,0,0,0,1.21,0.08
363,,Osvaldo Alonso,0,0,0,0,1.25,0
364,,Jhohan Romaña,0,0,0,0,0.4,0
365,,Richie Laryea,0,0.1,0,0,1.5,0.6
366,,Victor Pálsson,0,0.2,0,0,1.6,0.2
367,,Brian Gutierrez,0,0,0,0,0.61,0.09
368,,Carlos Coronel,2.26,0.24,0.06,0,1.03,0.18
369,,Felipe Hernández,0,0,0,0,1.03,0.06
370,,Johan Kappelhof,0,0,0,0,2,0.17
371,,Jacen Russell-Rowe,0,0,0,0,0.5,0
372,,Corentin Jean,0,0,0,0,1.33,0
373,,Tyler Miller,2.67,0,0,0,1,0
374,,Jackson Ragen,0,0.13,0,0,0.78,0.09
375,,Dairon Asprilla,0,0.07,0,0,0.79,0.28
376,,Ravel Morrison,0,0.14,0,0,1.43,0.14
377,,Erik Hurtado,0,0,0,0,0.14,0.14
