#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
446,,Jasper Loffelsend,0.03,0,58.62,0.42,0,0
447,,Sacha Kljestan,0.05,0,25,0.38,0,0
448,,Zeca,0,0,40,0.25,0,0
449,,Andre Shinyashiki,0.24,0.14,38.89,1.17,0.07,0
450,,Edwin Cerrillo,0,0,62.5,0.24,0,0
451,,Jonathan Lewis,0.15,0.27,54.55,1.73,0,0
452,,Brandon Servania,0.08,0,73.68,1.2,0,0
453,,Serge Ngoma,0.25,0,40,0.25,0,0
454,,Ronald Matarrita,0.11,0,33.33,0.33,0,0
455,,Dantouma Toure,0.2,0,0,0.2,0,0
456,,Wilfrid Kaptoum,0.05,0.05,77.78,0.52,0,0
457,,Iván Angulo,0,0.2,27.78,1.5,0,0
458,,Žan Kolmanič,0,0,36.36,0.41,0,0
459,,Jojea Kwizera,0,0,40,0.22,0,0
