#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
346,,Oliver Crankshaw,0.25,0.25,0,0,0,0.75
347,,Bobby Wales,0.3,0,0,0.1,0,0.1
348,,Callum Roberts,0,0,0,0,0,0
349,,Alfie Bavidge,0,0,0,0,0,0
350,,Esmael Goncalves,0.25,0,0,0,0,0.13
351,,Kieran Offord,0,0,0,0,0,0.33
352,,Kyle McClelland,0,0,0,0,0,0
353,,Jack Hamilton,0,0,0,0,0,0
354,,Patrik Myslovič,0,0,0,0,0,0.25
355,,Scott Bain,0,0,0,1,1,0
356,,Charlie McCann,1,1,0,0,0,0
357,,Peter Urminsky,0,0,0,1,0,0
358,,Joe Lewis,0.33,0,0,0,0,0
359,,Zak Lovelace,1,0,0,0,0,0
360,,Ross McCausland,0,0,0,0,0,0
361,,Bailey Rice,0,0,0,0,0,0
362,,Arron Lyall,1,0,0,0,0,0
363,,Robbie Ure,0.5,0,0,0,0,0
