#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
378,,Nico Serrano,0,0.06,46.51,1.5,0,0
379,,José Manuel Arnáiz,0.24,0.11,42.75,2.11,0,0
380,,Unai Medina,0,0,75,0.4,0,0
381,,Luca Sangalli,0,0,44.44,0.45,0,0
382,,Nolito,0.04,0,44.44,0.48,0,0
383,,Aitor García,0.19,0.06,36.96,1,0,0
384,,Raúl Navarro,0,0.05,76.92,0.34,0,0
385,,Álex Martín,0.03,0.03,42.11,0.46,0,0
386,,José Naranjo,0.08,0.11,44.9,1.64,0,0
387,,Sergio Maestre,0,0,0,0.07,0,0
388,,Fran Sol,0.09,0.06,61.11,1.06,0.03,0
389,,Yanis Rahmani,0.13,0.03,37.65,1.22,0,0
390,,Álvaro Ratón,0,0,0,0,0,0
391,,David Timor,0,0.03,40,0.86,0,0
392,,Diego Collado,0.15,0.06,42.22,1.76,0.03,0
393,,Alberto Zapater,0.03,0.03,75,0.38,0,0
394,,Jose Salinas,0.05,0.02,52.11,0.66,0,0
395,,Stoichkov,0.3,0.38,44.19,2.18,0.03,0
396,,Fede Vico,0.03,0,48.53,0.58,0,0
397,,Wesley Moraes,0.08,0.22,57.89,0.89,0.03,0
398,,Coke,0.09,0.04,46.15,1,0.04,0
399,,Sergio Castel Martínez,0,0.15,50,1.12,0,0
400,,Mateusz Bogusz,0.09,0.09,62.5,1.23,0,0
401,,Agus Medina,0.03,0,35.71,0.76,0,0
402,,Borja Garcés,0.11,0.25,41.67,1.31,0.03,0
403,,Quique,0.13,0,69.23,0.6,0,0
404,,Jordan Lukaku,0,0,75,0,0,0
405,,Juan María Alcedo,0.04,0.04,48,0.52,0,0
406,,Miguel Azeez,0,0,0,0.4,0,0
407,,Hector Hevel,0.03,0.13,57.14,1.08,0,0
408,,Julián Delmás,0,0.04,45,0.31,0,0
409,,Ignasi Vilarrasa,0,0,46.67,0.31,0,0
410,,Derik Lacerda,0.08,0.16,48.28,1.08,0.03,0
411,,Ivan Azón Monzón,0.16,0.37,24,1.79,0.05,0
412,,Erik Morán,0,0,42.86,0.24,0,0
413,,Eduardo Espiau,0.13,0.13,36.96,1.28,0.08,0
414,,Cristo González,0.15,0.15,46,1.47,0,0
415,,Daniel Lorenzo,0.14,0,100,0.43,0,0
416,,Rodrigo Alonso,0,0,66.67,0.16,0,0
417,,Ignacio Méndez,0,0,0,0,0,0
418,,Manu Garrido,0,0,0,0.67,0,0
419,,Marcos Luna,0,0,25,0.17,0,0
420,,Pablo Clavería,0,0,37.5,0.48,0,0
421,,José Antonio Ríos,0,0,0,0.08,0,0
422,,Jozabed Sánchez,0,0,50,0.5,0,0
423,,Sergio Carreira,0.06,0,56,0.48,0,0
424,,Iván Morante,0.03,0,64,0.34,0,0
425,,Iván Martos,0.06,0.06,50,0.38,0,0
426,,Hugo Vallejo,0.1,0.07,50.6,0.76,0.03,0
427,,Marc Carbo,0,0,75,0.45,0,0
428,,Williams Alarcón,0,0,50,0.42,0,0
429,,Eneko Satrustegui,0,0,76.92,0.4,0,0
430,,Jordi Mboula,0.17,0.2,56.67,1.29,0.03,0
431,,Róber,0,0,0,0.08,0,0
432,,Jason,0.06,0.13,37.84,1.13,0,0.63
433,,Ricard Pujol,0,0,0,0,0,0
434,,Marino Illescas,0,0,100,0,0,0
435,,Airam Guzmán,0,0,100,0.5,0,0
436,,Dani Vidal,0,0,0,0,0,0
437,,Gerard Fernández,0.04,0,56.1,0.22,0,0
438,,Jon Karrikaburu,0.16,0.26,53.13,1.58,0,0
439,,Abderrahman Rebbach,0.11,0.16,33.33,1.42,0,0
440,,Míchel Zabaco,0,0.07,0,0.13,0,0
441,,Pablo Hervías,0,0,27.27,0.69,0,0
442,,Josep Señé,0.06,0.06,55.56,0.64,0.03,0
443,,Bruno González,0,0,100,0.67,0,0
444,,Juan Antonio Ros,0,0,0,0.08,0,0
445,,Roberto Soldado,0.08,0.24,33.33,0.96,0,0
446,,Dani Escriche,0.06,0.22,36.96,1.03,0,0
447,,Gonzalo Escobar,0,0,69.23,0.3,0,0
448,,Luis Muñoz,0.03,0.03,57.14,1.03,0,0
449,,Gaizka Larrazabal,0,0,51.52,0.33,0,0
450,,Darío Poveda,0.12,0.09,50,0.82,0,0
451,,Abraham Rando,0,0,100,0.25,0,0
452,,Javier Alonso,0,0,80,0.33,0,0
453,,Juan Narváez,0,0.13,50,0.67,0,0
454,,Javi Martínez,0.11,0.11,80,0.68,0,0
455,,Dani Queipo,0.1,0.03,46,0.55,0,0
456,,Manolo Reina,0,0,0,0.08,0,0
457,,Miguel de la Fuente,0.12,0.24,41.46,1.52,0,0
458,,Cedric Omoigui,0.13,0.25,66.67,1,0,0
459,,Marcos Mauro,0,0,100,0,0,0
460,,David Goldar,0,0.03,0,0.59,0,0
461,,Genaro,0,0,40,0.68,0,0
462,,Patrick Soko,0,0,38.89,0.41,0,0
463,,Mourad El Ghezouani,0.09,0.09,42.11,0.66,0,0
464,,Andy Kawaya,0.14,0,16.67,0.29,0,0
465,,Jonathan Silva,0,0.08,20,0.25,0,0
466,,Rubén Martínez,0,0.15,66.67,1.38,0,0
467,,Raúl Parra,0,0.05,75,0.74,0,0
468,,Enric Franquesa,0,0.04,39.02,0.17,0,0
