#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
421,,Manato Shinada,0,0,0,0,0.5,0
422,,Manabu Saito,0,0,0,0,0,0
423,,Yuji Kajikawa,3.67,0.33,0,0,2.67,0
424,,Keisuke Shimizu,2,0,0,0,1,0
425,,Kohei Tezuka,0,0,0,0,0.5,0
426,,Hisashi Jogo,0,0,0,0,0.83,0
427,,Jiro Nakamura,0,0,0,0,0.78,0
428,,Yago Pikachu,0,0,0,0,0.83,0.08
429,,Yuya Asano,0,0,0,0,0.83,0.08
430,,Kyohei Noborizato,0,0.08,0,0,0.92,0.25
431,,Yuki Honda,0,0,0,0,0.4,0.07
432,,Yuto Iwasaki,0,0.19,0,0,0.94,0.06
433,,Alex Schalk,0,0,0,0,0.42,0
434,,Benjamin Kololli,0,0,0,0,0.7,0.1
435,,Shunta Araki,0,0,0,0,0.5,0
436,,Rodrigo Angelotti,0,0,0,0,0.31,0
437,,Daiki Watari,0,0,0,0,0.55,0
438,,Yutaka Yoshida,0,0.13,0,0,0.67,0
439,,Daiki Ogawa,0,0.09,0,0,1.05,0.09
440,,Kennedy Mikuni,0,0,0,0,0.2,0.2
441,,Daigo Nishi,0,0,0,0,0.92,0.08
442,,Katsuhiro Nakayama,0,0,0,0,0.68,0.16
443,,Yuta Fujiwara,0,0,0,0,0.5,0
444,,Bueno,0,0.14,0,0,0.71,0
445,,Yutaro Oda,0,0,0,0,0.33,0.05
446,,Ryo Nagai,0,0,0,0,0.13,0
447,,Akira Silvano Disaro,0,0,0,0,0.33,0.33
448,,Noriaki Fujimoto,0,0,0,0,0.67,0
449,,Masatoshi Mihara,0,0,0,0,0.75,0
450,,Milan Tučič,0,0.07,0,0,0.5,0
451,,Sota Kitano,0,0,0,0,0.37,0.05
452,,Akito Suzuki,0,0,0,0,1,0
453,,Taishi Semba,0,0,0,0,0.5,0
454,,Hayato Fukushima,0,0,0,0,0.75,0
455,,Takahiro Iida,0,0,0,0,0.5,0
456,,Lincoln,0,0,0,0,0.5,0.13
457,,Naldo,0,0,0,0,0.11,0.11
